TCAD or WCAD Property ID(s),Facility Address,Facility Category,Building Name,Calculated kWh/sqft,Portfolio Manager Energy Star Score,As of
305108,"1100 CUMBERLANS RD
AUSTIN, TX 78704
",CITY OF AUSTIN,305108_001,22.69,,10/01/2015 12:00:00 AM
306510,"8313 W US 71 HWY
AUSTIN, TX 78735
",INDUSTRIAL,306510_001,7.33,,10/01/2015 12:00:00 AM
308118,"3911 MANACHACA RD
AUSTIN, TX 78704
",CITY OF AUSTIN,308118_001,12.09,,10/01/2015 12:00:00 AM
308544,"5204 W US 290 HWY
AUSTIN, TX 78735
",WAREHOUSE (W/sqft &gt; 5),308544_Campus,16.56,,10/01/2015 12:00:00 AM
308546,"5248 W U S
Austin, TX 78735
",AUTOMOTIVE SERVICE,308546_Campus,11.20,,10/01/2015 12:00:00 AM
308551,"5256 W US 290 HWY
AUSTIN, TX 78735
",MINI WAREHOUSE,308551_Campus,0.56,,10/01/2015 12:00:00 AM
308610,"5725 W US 290 HWY
AUSTIN, TX 78735
",OFFICE MED 10-35,308610_001,27.12,,10/01/2015 12:00:00 AM
308624,"6154 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,308624_001,23.12,,10/01/2015 12:00:00 AM
308650,"6130 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,308650_001,21.58,,10/01/2015 12:00:00 AM
308764,"7500 W STATE
Austin, TX 78735
",OFFICE MED 10-35,308764_001,13.51,,10/01/2015 12:00:00 AM
308922,"7608 W US 71 HWY
AUSTIN, TX 78735
",OFFICE MED 10-35,308922_001,5.84,100,10/01/2015 12:00:00 AM
310503,"5316 W US 290 HWY
AUSTIN, TX 78735
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),310503_001,17.72,55,10/01/2015 12:00:00 AM
310508,"5446 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,310508_003,10.50,16,10/01/2015 12:00:00 AM
310508,"5446 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,310508_005,10.50,90,10/01/2015 12:00:00 AM
310508,"5446 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,310508_004,10.50,18,10/01/2015 12:00:00 AM
310512,"5340 W US 290 HWY
AUSTIN, TX 78735
",AUTOMOTIVE SALES,310512_002,3.91,,10/01/2015 12:00:00 AM
310514,"5424 W US 290 HWY
AUSTIN, TX 78735
",OFFICE MED 10-35,310514_Campus,14.42,,10/01/2015 12:00:00 AM
310526,"5073 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,310526_001,79.86,,10/01/2015 12:00:00 AM
311682,"6330 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,311682_001,41.69,,10/01/2015 12:00:00 AM
311780,"6705 W US 290 HWY
AUSTIN, TX 78734
",RETAIL CENTER,311780_Campus,30.53,,10/01/2015 12:00:00 AM
311847,"7100 W US 290 HWY
AUSTIN, TX 78736
",RETAIL CENTER,311847_Campus,19.18,,10/01/2015 12:00:00 AM
311848,"7101 W US 71 HWY
AUSTIN, TX 78736
",RETAIL CENTER,311848_004,17.23,,10/01/2015 12:00:00 AM
311848,"7101 W US 71 HWY
AUSTIN, TX 78736
",RETAIL CENTER,311848_003,17.23,,10/01/2015 12:00:00 AM
311848,"7101 W US 71 HWY
AUSTIN, TX 78736
",RETAIL CENTER,311848_002,17.23,,10/01/2015 12:00:00 AM
311848,"7101 W US 71 HWY
AUSTIN, TX 78736
",RETAIL CENTER,311848_001,17.23,,10/01/2015 12:00:00 AM
311850,"7010 W US 71 HWY
AUSTIN, TX 78735
",STORE\GROCERY,311850_10-225,25.34,23,10/01/2015 12:00:00 AM
311850,"7010 W US 71 HWY
AUSTIN, TX 78735
",STORE\GROCERY,311850_005,25.34,,10/01/2015 12:00:00 AM
311850,"7010 W US 71 HWY
AUSTIN, TX 78735
",STORE\GROCERY,311850_003,25.34,,10/01/2015 12:00:00 AM
311850,"7010 W US 71 HWY
AUSTIN, TX 78735
",STORE\GROCERY,311850_001,25.34,,10/01/2015 12:00:00 AM
"315277, 315278","7813 W U S
Austin, TX 78736
",CONGREGATION FACILITY,315277_001,6.74,,10/01/2015 12:00:00 AM
"315277, 315278","7813 W U S
Austin, TX 78736
",CONGREGATION FACILITY,315278_001,6.74,,10/01/2015 12:00:00 AM
315292,"7748 W US 290 HWY
AUSTIN, TX 78736
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),315292_Campus,22.87,,10/01/2015 12:00:00 AM
316269,"3910 S IH
AUSTIN, TX 78722
",OFFICE MED 10-35,316269_001,17.12,49,10/01/2015 12:00:00 AM
316272,"4000 S IH
AUSTIN, TX 78704
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),316272_Campus,19.22,,10/01/2015 12:00:00 AM
319236,"4320 S IH
AUSTIN, TX 78745
",MOTEL\HOTEL,319236_001,13.64,6,10/01/2015 12:00:00 AM
319238,"4222 S IH
AUSTIN, TX 78745
",RESTAURANT\BAR,319238_001,1.91,,10/01/2015 12:00:00 AM
319239,"4220 S IH
AUSTIN, TX 78745
",MOTEL\HOTEL (W/sqft &gt; 3),319239_Campus,13.19,,10/01/2015 12:00:00 AM
319240,"4200 S IH
AUSTIN, TX 78745
",MOTEL\HOTEL (W/sqft &gt; 3),319240_001,9.75,74,10/01/2015 12:00:00 AM
319247,"4323 S IH
AUSTIN, TX 78744
",MOTEL\HOTEL (W/sqft &gt; 3),319247_Campus,14.85,,10/01/2015 12:00:00 AM
319248,"4415 S IH
AUSTIN, TX 78744
",MOTEL\HOTEL (W/sqft &gt; 3),319248_002,18.28,,10/01/2015 12:00:00 AM
319248,"4415 S IH
AUSTIN, TX 78744
",MOTEL\HOTEL (W/sqft &gt; 3),319248_001,18.28,22.5,10/01/2015 12:00:00 AM
320412,"3700 CONVICT HILLS RD
AUSTIN, TX 78749
",EDUCATIONAL FACILITY,320412_Campus,10.74,69,10/01/2015 12:00:00 AM
322722,"4400 S IH
AUSTIN, TX 78745
",AUTOMOTIVE SALES,322722_001,41.88,,10/01/2015 12:00:00 AM
322723,"4506 S IH
AUSTIN, TX 78745
",AUTOMOTIVE SALES,322723_001,16.24,,10/01/2015 12:00:00 AM
322736,"4610 S IH
AUSTIN, TX 78745
",AUTOMOTIVE SERVICE,322736_001,26.59,,10/01/2015 12:00:00 AM
325021,"4914 S IH
AUSTIN, TX 78652
",AUTOMOTIVE SALES,325021_Campus,30.40,,10/01/2015 12:00:00 AM
325025,"5000 S IH
AUSTIN, TX 78745
",AUTOMOTIVE SALES,325025_001,25.45,,10/01/2015 12:00:00 AM
325025,"5000 S IH
AUSTIN, TX 78745
",AUTOMOTIVE SALES,325025_002,25.45,,10/01/2015 12:00:00 AM
325026,"5210 S IH
AUSTIN, TX 78744
",AUTOMOTIVE SALES,325026_002,27.70,,10/01/2015 12:00:00 AM
335770,"5717 S IH
Austin, TX 78723
",RETAIL CENTER,335770_001,8.99,,10/01/2015 12:00:00 AM
338022,"6715 S IH
AUSTIN, TX 78752
",RETAIL CENTER,338022_002,12.19,,10/01/2015 12:00:00 AM
338024,"6719 S IH
AUSTIN, TX 78744
",RETAIL CENTER,338024_001,19.38,,10/01/2015 12:00:00 AM
338108,"5107 S IH
AUSTIN, TX 78744
",OFFICE LG &gt; 35000,338108_001,9.35,,10/01/2015 12:00:00 AM
339262,"6809 S IH
AUSTIN, TX 78744
",AUTOMOTIVE SALES,339262_001,13.22,,10/01/2015 12:00:00 AM
"346130, 346133","2000 NEW SLAUGHTER LA
AUSTIN, TX 78748
",RETAIL CENTER,346133_001,15.13,,10/01/2015 12:00:00 AM
"346130, 346133","2000 NEW SLAUGHTER LA
AUSTIN, TX 78748
",RETAIL CENTER,346130_346133_Campus,15.13,,10/01/2015 12:00:00 AM
"346130, 346133","2000 NEW SLAUGHTER LA
AUSTIN, TX 78748
",RETAIL CENTER,346130_001,15.13,,10/01/2015 12:00:00 AM
346131,"2110 NEW SLAUGHTER LA
AUSTIN, TX 78748
",STORE\GROCERY (W/sqft &gt; 5),346131_002,47.82,,10/01/2015 12:00:00 AM
346131,"2110 NEW SLAUGHTER LA
AUSTIN, TX 78748
",STORE\GROCERY (W/sqft &gt; 5),346131_001,47.82,56,10/01/2015 12:00:00 AM
364118,"5009 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,364118_001,27.47,59.5,10/01/2015 12:00:00 AM
366162,"1715 S CAPITAL
OF TX HY AUSTIN, TX 78746
",OFFICE MED 10-35,366162_001,8.91,,10/01/2015 12:00:00 AM
369369,"10401 N US 183 HWY
AUSTIN, TX 78747
",RETAIL CENTER,369369_001,38.70,16.5,10/01/2015 12:00:00 AM
369370,"10225 N US 183 HWY
AUSTIN, TX 78747
",RETAIL CENTER,369370_003,3.42,,10/01/2015 12:00:00 AM
369370,"10225 N US 183 HWY
AUSTIN, TX 78747
",RETAIL CENTER,369370_002,3.42,,10/01/2015 12:00:00 AM
369370,"10225 N US 183 HWY
AUSTIN, TX 78747
",RETAIL CENTER,369370_004,3.42,,10/01/2015 12:00:00 AM
369372,"10107 N US 183 HWY
AUSTIN, TX 78747
",RETAIL CENTER,369372_001,14.48,63.5,10/01/2015 12:00:00 AM
369578,"12327 N MO-PAC EXPRESSWAY
Austin, TX 78758
",AUTOMOTIVE SERVICE,369578_001,13.91,,10/01/2015 12:00:00 AM
372070,"4601 SOUTHWEST PRKY
AUSTIN, TX 78735
",RETAIL CENTER,372070_001,38.30,,10/01/2015 12:00:00 AM
372107,"5303 W US 290 HWY
AUSTIN, TX 78735
",MOTEL\HOTEL,372107_Campus,10.34,,10/01/2015 12:00:00 AM
372442,"4533 S IH
AUSTIN, TX 78744
",MOTEL\HOTEL (W/sqft &gt; 3),372442_001,15.45,78.5,10/01/2015 12:00:00 AM
374444,"901 S MO-PAC EXPRESSWAY
Austin, TX 78746
",OFFICE LG &gt; 35000,374444_001,8.49,72.5,10/01/2015 12:00:00 AM
375825,"11750 N US 183 HWY
AUSTIN, TX 78747
",AUTOMOTIVE SALES,375825_Campus,13.21,,10/01/2015 12:00:00 AM
377513,"1029 CAMINO LA
AUSTIN, TX 78752
",OFFICE MED 10-35,377513_001,25.30,,10/01/2015 12:00:00 AM
377516,"6300 E US 290 HWY
AUSTIN, TX 78752
",MOTEL\HOTEL,377516_001,10.01,42,10/01/2015 12:00:00 AM
380510,"4330 GAINES RANCH
AUSTIN, TX 78735
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),380510_001,18.64,,10/01/2015 12:00:00 AM
380597,"4525 S IH
AUSTIN, TX 78744
",MOTEL\HOTEL (W/sqft &gt; 3),380597_001,18.11,37,10/01/2015 12:00:00 AM
380598,"4537 S IH
AUSTIN, TX 78744
",MOTEL\HOTEL (W/sqft &gt; 3),380598_001,12.79,72,10/01/2015 12:00:00 AM
380862,"6200 S IH
AUSTIN, TX 78761
",AUTOMOTIVE SALES,380862_002,18.98,,10/01/2015 12:00:00 AM
422330,"2600 VIA
AUSTIN, TX 78746
",OFFICE LG &gt; 35000,422330_001,10.81,59,10/01/2015 12:00:00 AM
422331,"2700 VIA
AUSTIN, TX 78746
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),422331_001,17.97,66,10/01/2015 12:00:00 AM
424200,"12424 N US 183 HWY
AUSTIN, TX 78759
",MOTEL\HOTEL (W/sqft &gt; 3),424200_001,11.89,28,10/01/2015 12:00:00 AM
425743,"4708 E MLK BLVD
AUSTIN, TX 78724
",INDUSTRIAL,425743_001,10.15,21.5,10/01/2015 12:00:00 AM
426072,"7522 N IH
AUSTIN, TX 78752
",MOTEL\HOTEL (W/sqft &gt; 3),426072_001,18.35,12,10/01/2015 12:00:00 AM
426173,"8500 N IH
AUSTIN, TX 78753
",MOTEL\HOTEL (W/sqft &gt; 3),426173_Campus,13.92,,10/01/2015 12:00:00 AM
430567,"5501 S IH
AUSTIN, TX 78761
",CONGREGATION FACILITY,430567_001,22.93,,10/01/2015 12:00:00 AM
431149,"9601 S IH
AUSTIN, TX 78744
",AUTOMOTIVE SERVICE,431149_002,5.12,,10/01/2015 12:00:00 AM
431181,"10917 S IH
AUSTIN, TX 78747
",AUTOMOTIVE SALES,431181_001_002,0.15,,10/01/2015 12:00:00 AM
442700,"9913 N IH
AUSTIN, TX 78753
",STORE\GROCERY,442700_002,5.27,,10/01/2015 12:00:00 AM
446043,"3154 E US 71 HWY
AUSTIN, TX 78617
",DORMITORY\RETIREMENT FACILITY,446043_Campus,34.06,,10/01/2015 12:00:00 AM
446585,"7700 W US 71 HWY
AUSTIN, TX 78735
",OFFICE MED 10-35,446585_001,6.73,,10/01/2015 12:00:00 AM
446616,"5234 W US 290 HWY - DEPT PT
AUSTIN, TX 78735
",MINI WAREHOUSE,446616_001,2.17,,10/01/2015 12:00:00 AM
446616,"5234 W US 290 HWY - DEPT PT
AUSTIN, TX 78735
",MINI WAREHOUSE,489605_001,2.17,99.8,10/01/2015 12:00:00 AM
446624,"4409 GAINES RANCH
AUSTIN, TX 78735
",DORMITORY\RETIREMENT FACILITY,446624_001,14.33,,10/01/2015 12:00:00 AM
446625,"4525 GAINES RANCH
AUSTIN, TX 78735
",MOTEL\HOTEL,446625_001,12.80,,10/01/2015 12:00:00 AM
460591,"10707 N IH
AUSTIN, TX 78753
",MINI WAREHOUSE,460591_Campus,0.57,100,10/01/2015 12:00:00 AM
460594,"11000 N IH
AUSTIN, TX 78753
",RETAIL CENTER,460594_006,12.00,,10/01/2015 12:00:00 AM
460594,"11000 N IH
AUSTIN, TX 78753
",RETAIL CENTER,460594_005,12.00,,10/01/2015 12:00:00 AM
460594,"11000 N IH
AUSTIN, TX 78753
",RETAIL CENTER,460594_004,12.00,,10/01/2015 12:00:00 AM
460594,"11000 N IH
AUSTIN, TX 78753
",RETAIL CENTER,460594_003,12.00,,10/01/2015 12:00:00 AM
460594,"11000 N IH
AUSTIN, TX 78753
",RETAIL CENTER,460594_002,12.00,,10/01/2015 12:00:00 AM
460594,"11000 N IH
AUSTIN, TX 78753
",RETAIL CENTER,460594_001,12.00,,10/01/2015 12:00:00 AM
461059,"12234 N IH
AUSTIN, TX 78753
",INDUSTRIAL,461059_002,15.38,,10/01/2015 12:00:00 AM
461059,"12234 N IH
AUSTIN, TX 78753
",INDUSTRIAL,461059_001,15.38,80,10/01/2015 12:00:00 AM
461124,"12536 N IH
AUSTIN, TX 78753
",MOTEL\HOTEL,461124_001,13.68,57,10/01/2015 12:00:00 AM
464695,"7401 W US 71 HWY
AUSTIN, TX 78736
",RETAIL CENTER,464695_001,14.13,,10/01/2015 12:00:00 AM
464963,"5151 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,464963_001,12.13,,10/01/2015 12:00:00 AM
473403,"9023 W US 71 HWY
AUSTIN, TX 78735
",WAREHOUSE,473403_Campus,2.40,,10/01/2015 12:00:00 AM
475262,"11657 N US 183 HWY
AUSTIN, TX 78747
",RETAIL CENTER,475262_001,39.74,28,10/01/2015 12:00:00 AM
484993,"5510 S IH
AUSTIN, TX 78745
",STORE\GROCERY (W/sqft &gt; 5),484993_Campus,65.34,,10/01/2015 12:00:00 AM
494764,"2801 VIA
AUSTIN, TX 78746
",OFFICE LG &gt; 35000,494764_001,19.88,75,10/01/2015 12:00:00 AM
495667,"3600 N CAPITAL
Austin, TX 78746
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),495667_Campus,24.00,,10/01/2015 12:00:00 AM
497789,"6909 N FM 620 RD
AUSTIN, TX 78730
",OFFICE MED 10-35,497789_Campus,24.79,,10/01/2015 12:00:00 AM
497790,"6911 N FM 620 RD
AUSTIN, TX 78730
",STORE\GROCERY (W/sqft &gt; 5),497790_001,45.30,49,10/01/2015 12:00:00 AM
499648,"2918 E M L KING JR BLVD
Austin, TX 78702
",OTHER,499648_Campus,1.07,,10/01/2015 12:00:00 AM
500909,"12555 HARRIS BRANCH PKWY
AUSTIN, TX 78754
",INDUSTRIAL,500909_001,7.16,,10/01/2015 12:00:00 AM
500909,"12555 HARRIS BRANCH PKWY
AUSTIN, TX 78754
",INDUSTRIAL,500909_002,7.16,,10/01/2015 12:00:00 AM
501127,"11404 N IH
AUSTIN, TX 78753
",MOTEL\HOTEL (W/sqft &gt; 3),501127_001,28.73,,10/01/2015 12:00:00 AM
501174,"11405 N IH
AUSTIN, TX 78753
",AUTOMOTIVE SALES,501174_002,17.16,,10/01/2015 12:00:00 AM
503334,"12002 N IH
AUSTIN, TX 78753
",WAREHOUSE,503334_001,5.14,,10/01/2015 12:00:00 AM
503608,"12510 N IH
AUSTIN, TX 78753
",MOTEL\HOTEL,503608_001,13.05,23.5,10/01/2015 12:00:00 AM
505819,"13711 N IH
AUSTIN, TX 78753
",RETAIL CENTER,505819_Campus,17.47,,10/01/2015 12:00:00 AM
508810,"2901 VIA
AUSTIN, TX 78746
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),508810_001,20.32,79.5,10/01/2015 12:00:00 AM
509127,"5016 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,509127_002,25.44,,10/01/2015 12:00:00 AM
509127,"5016 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,509127_001,25.44,,10/01/2015 12:00:00 AM
509148,"5408 W US 290 HWY
AUSTIN, TX 78735
",INDUSTRIAL (W/sqft &gt; 3),509148_001,33.03,,10/01/2015 12:00:00 AM
509427,"4978 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,509427_Campus,18.50,,10/01/2015 12:00:00 AM
509431,"4998 W U S
Austin, TX 78735
",RETAIL CENTER,509431_001,27.32,42,10/01/2015 12:00:00 AM
512243,"5500 S IH
AUSTIN, TX 78745
",RETAIL CENTER,512243_002,20.20,,10/01/2015 12:00:00 AM
513038,,WAREHOUSE,513038_001,23.90,,10/01/2015 12:00:00 AM
513752,"10019 S IH
AUSTIN, TX 78747
",WAREHOUSE (W/sqft &gt; 5),513752_Campus,9.28,,10/01/2015 12:00:00 AM
527930,"13609 N IH
AUSTIN, TX 78753
",RETAIL CENTER,527930_001,58.57,71.5,10/01/2015 12:00:00 AM
531749,"8656 W US 71 HWY
AUSTIN, TX 78745
",OFFICE LG &gt; 35000,531749_001,1.58,82,10/01/2015 12:00:00 AM
531865,"5100 W US 290 HWY
AUSTIN, TX 78735
",MOTEL\HOTEL (W/sqft &gt; 3),531865_Campus,12.00,,10/01/2015 12:00:00 AM
542675,"11216 RANCH RD
Austin, TX 78726
",RETAIL CENTER,542675_001,15.22,86,10/01/2015 12:00:00 AM
544841,"6600 F M RD
Austin, TX 78724
",STORE\GROCERY (W/sqft &gt; 5),544841_001,18.69,,10/01/2015 12:00:00 AM
546180,"5621 N IH
AUSTIN, TX 78723
",RETAIL CENTER,546180_T1542,23.47,71,10/01/2015 12:00:00 AM
547577,"10611 N IH
AUSTIN, TX 78753
",WAREHOUSE,547577_Campus,4.05,,10/01/2015 12:00:00 AM
547578,"10611 N IH
AUSTIN, TX 78753
",WAREHOUSE,547578_001,3.29,,10/01/2015 12:00:00 AM
548250,"10801 N MO-PAC EXPRESSWAY
Austin, TX 78759
",OFFICE LG &gt; 35000,548250_001,18.77,,10/01/2015 12:00:00 AM
548502,"13000 N IH
AUSTIN, TX 78753
",OTHER,548502_001,32.97,,10/01/2015 12:00:00 AM
548507,"13000 N IH
AUSTIN, TX 78753
",OTHER,548507_001,25.16,,10/01/2015 12:00:00 AM
548518,"12901 N IH
AUSTIN, TX 78753
",RETAIL CENTER,548518_Campus,9.70,78,10/01/2015 12:00:00 AM
548525,"13000 N IH
AUSTIN, TX 78753
",RETAIL CENTER,548525_001,18.19,77.5,10/01/2015 12:00:00 AM
553373,"5508 W US 290 HWY
AUSTIN, TX 78735
",OFFICE LG &gt; 35000,553373_002,14.27,,10/01/2015 12:00:00 AM
553373,"5508 W US 290 HWY
AUSTIN, TX 78735
",OFFICE LG &gt; 35000,553373_001,14.27,,10/01/2015 12:00:00 AM
553380,"5716 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,553380_002,9.34,,10/01/2015 12:00:00 AM
553380,"5716 W US 290 HWY
AUSTIN, TX 78735
",RETAIL CENTER,553380_001,9.34,,10/01/2015 12:00:00 AM
553733,"4801 S IH
AUSTIN, TX 78744
",AUTOMOTIVE SALES,553733_Campus,16.09,,10/01/2015 12:00:00 AM
555257,"2206 BLUE MEADOWS DR
AUSTIN, TX 78744
",EDUCATIONAL FACILITY,555257_Campus,8.63,86,10/01/2015 12:00:00 AM
555478,"7111 S IH
AUSTIN, TX 78745
",STORE\GROCERY (W/sqft &gt; 5),555478_Campus,28.03,,10/01/2015 12:00:00 AM
557096,"11215 S IH
AUSTIN, TX 78747
",RETAIL CENTER,557096_001,23.72,,10/01/2015 12:00:00 AM
568769,"12408 HARRIS BRANCH PKWY
AUSTIN, TX 78754
",MINI WAREHOUSE,568769_001,1.90,,10/01/2015 12:00:00 AM
568769,"12408 HARRIS BRANCH PKWY
AUSTIN, TX 78754
",MINI WAREHOUSE,568769_002,1.90,,10/01/2015 12:00:00 AM
568769,"12408 HARRIS BRANCH PKWY
AUSTIN, TX 78754
",MINI WAREHOUSE,568769_003,1.90,,10/01/2015 12:00:00 AM
569551,"13300 N IH
AUSTIN, TX 78753
",AUTOMOTIVE SALES,569551_001_002,46.13,,10/01/2015 12:00:00 AM
576110,"8801 S IH
Austin, TX 78744
",RETAIL CENTER,578740_001,35.79,38.5,10/01/2015 12:00:00 AM
"576188, 589127, 589125","9300 S IH
AUSTIN, TX 78748
",OTHER,Walmart Supercenter #01-5317,38.40,,10/01/2015 12:00:00 AM
"576188, 589127, 589125","9300 S IH
AUSTIN, TX 78748
",OTHER,576188_002,38.40,57,10/01/2015 12:00:00 AM
"576188, 589127, 589125","9300 S IH
AUSTIN, TX 78748
",OTHER,588127_001,38.40,,10/01/2015 12:00:00 AM
"576188, 589127, 589125","9300 S IH
AUSTIN, TX 78748
",OTHER,588125_001,38.40,,10/01/2015 12:00:00 AM
"576188, 589127, 589125","9300 S IH
AUSTIN, TX 78748
",OTHER,576188_001,38.40,,10/01/2015 12:00:00 AM
585639,"12701 HARRIS RIDGE BLVD
AUSTIN, TX 78753
",STORE\GROCERY (W/sqft &gt; 5),585639_001,40.69,55.5,10/01/2015 12:00:00 AM
702193,"9100 E US 290 HWY
AUSTIN, TX 78724
",INDUSTRIAL,702193_001,16.43,,10/01/2015 12:00:00 AM
711288,"7501 S IH
AUSTIN, TX 78744
",AUTOMOTIVE SERVICE,"7501 S IH 35 , AUSTIN TX, 78744",10.33,,10/01/2015 12:00:00 AM
716144,"2501 E US 71 HWY
AUSTIN, TX 78617
",INDUSTRIAL (W/sqft &gt; 3),716144_Campus,206.60,,10/01/2015 12:00:00 AM
"732309, 732317","9500 S IH
AUSTIN, TX 78748
",RETAIL CENTER,732317_001_002,26.31,,10/01/2015 12:00:00 AM
"732309, 732317","9500 S IH
AUSTIN, TX 78748
",RETAIL CENTER,732309_Campus,26.31,66,10/01/2015 12:00:00 AM
732314,"9600 S IH
AUSTIN, TX 78748
",RETAIL CENTER,732314_Campus,16.02,,10/01/2015 12:00:00 AM
"732319, 841084, 841085, 841086","9900 S IH
AUSTIN, TX 78748
",OTHER,732319_001,76.43,,10/01/2015 12:00:00 AM
738177,"12400 N IH 35 ST
AUSTIN, TX 78753
",MOTEL\HOTEL,738177_001,11.90,81,10/01/2015 12:00:00 AM
739449,"800 BRAZOS ST ST
Austin, TX 78701
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),739449_001,46.50,,10/01/2015 12:00:00 AM
746280,"11139 N IH
AUSTIN, TX 78753
",RETAIL CENTER,746280_Campus,22.30,,10/01/2015 12:00:00 AM
754140,"6400 FM 969 RD
AUSTIN, TX 78724
",OFFICE MED 10-35,754140_001,4.90,99,10/01/2015 12:00:00 AM
755895,"10029 S IH
AUSTIN, TX 78744
",RETAIL CENTER,755895_Campus,31.43,,10/01/2015 12:00:00 AM
755896,"10001 S IH
AUSTIN, TX 78744
",RETAIL CENTER,755896_001,30.88,,10/01/2015 12:00:00 AM
756616,"12400 N IH
AUSTIN, TX 78753
",RECREATION,756616_001,23.42,,10/01/2015 12:00:00 AM
768285,"7300 RANCH RD
AUSTIN, TX 78750
",OFFICE LG &gt; 35000,768285_Campus,35.50,,10/01/2015 12:00:00 AM
768287,"7300 FM 2222 RD
AUSTIN, TX 78750
",RETAIL CENTER,768287_002,1.50,,10/01/2015 12:00:00 AM
768287,"7300 FM 2222 RD
AUSTIN, TX 78750
",RETAIL CENTER,768287_001,1.50,,10/01/2015 12:00:00 AM
774641,"12330 N IH
AUSTIN, TX 78753
",MOTEL\HOTEL,774641_001,11.39,85,10/01/2015 12:00:00 AM
775221,"13000 N IH
AUSTIN, TX 78753
",RETAIL CENTER,775221_001,27.73,65,10/01/2015 12:00:00 AM
775501,"1200 Barbara
Austin, TX 78723
",RETAIL CENTER,775501_001,23.56,38.5,10/01/2015 12:00:00 AM
783029,"5015 S IH
AUSTIN, TX 78744
",OFFICE LG &gt; 35000,783029_001,3.90,,10/01/2015 12:00:00 AM
783937,"7113 FM
Autin, TX 78724
",OFFICE LG &gt; 35000,783937_Campus,0.02,68,10/01/2015 12:00:00 AM
800329,"9900 S IH
Austin, TX 78748
",RETAIL CENTER,800329_001,25.88,42.5,10/01/2015 12:00:00 AM
809692,"11920 DOMAIN DR
AUSTIN, TX 78758
",STORE\GROCERY (W/sqft &gt; 5),809692_Campus,55.34,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_012,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_011,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_010,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_009,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_008,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_007,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_006,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_005,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_004,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_003,15.14,,10/01/2015 12:00:00 AM
841025,"8509 F M RD
Austin, TX 78724
",OFFICE LG &gt; 35000,425667_002,15.14,,10/01/2015 12:00:00 AM
845440,"6911 N IH
AUSTIN, TX 78752
",MOTEL\HOTEL,230248_002,12.56,,10/01/2015 12:00:00 AM
845440,"6911 N IH
AUSTIN, TX 78752
",MOTEL\HOTEL,230248_001,12.56,,10/01/2015 12:00:00 AM
R056800,"13945 RESEARCH BLVD
AUSTIN, TX 78729
",RETAIL CENTER,R056800_Campus,31.91,,10/01/2015 12:00:00 AM
R057320,"13910 RR
AUSTIN, TX 78729
",OFFICE LG &gt; 35000,R057320_Campus,0.74,,10/01/2015 12:00:00 AM
"R066522, R066523, R066524","7218 MCNEIL RD
AUSTIN, TX 78729
",OFFICE LG &gt; 35000 (W/sqft &gt; 5),R066523_001,181.43,,10/01/2015 12:00:00 AM
R066524,"7304 MCNEIL RD
AUSTIN, TX 78729
",OFFICE MED 10-35,R066524_001,6.27,73.9,10/01/2015 12:00:00 AM
