Building ID,MapLot,Year Added,2016 Report Received,Report Type,Buildings Included,Assessor Address,Address Point GIS,Property Type,Primary Property Type - Self Selected,Year Built,Property GFA - Self Reported (ft2),Grantee,Co_grantee,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Indoor Water Intensity (All Water Sources) (gal/ft2)
461-15,18-47,2015,Yes,Child,"461-14, 461-9, 461-10, 461-11, 461-12, 461-13, 461-15",1 First St,"120 Cambridge St
Cambridge, MA
(42.37073191700006, -71.07774416199999)",Residential,Multifamily Housing,2004,291742,"First Street Venture, L.L.C.,","C/O Leggat Mccall Properties Llc,",100,362014,1235191.8,26050.743788,2605074.4,,,,,,,,,,3840266.2,3674026.9,13.2,12.6,6613830.4,6395825.7,22.7,21.9,257.9,0.9,8076.3,
748-3,65-45,2015,No,Single,,20 Chestnut St,"14 Chestnut St
Cambridge, MA
(42.35552403300005, -71.10693495399994)",Residential,,,,"Trout, Bernhardt L., III",Trustees of Condominium Assn.,,,,,,,,,,,,,,,,,,,,,,,,,,
718-7,100-62,2015,Yes,Child,"718-5, 718-6, 718-7",727 Memorial Dr,"730 Memorial Dr
Cambridge, MA
(42.35719774000006, -71.11500277799996)",Nonresidential,Other - Mall,1948,62555,New Creek LLC,C/O Kimco Realty Corp,,677419.4,2311355.4,9304.3641746,930436.4,,,,,,,,,,3241791.8,3231297.2,51.8,51.7,8234614.3,8223594.9,131.6,131.5,273,4.4,405.9,6.49
668-32,52A-21,2015,Yes,Single,,33 Massachusetts Ave,"32 Vassar St
Cambridge, MA
(42.36219971100007, -71.09070174599998)",Nonresidential,College/University,2004,464005,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,8437959.2,28790320.4,5187.0004,518700,,,,,,,30812172.2,26697841,,86819033.6,,187.1,,153877013,,331.6,,6209.4,13.4,5983.7,
223-7,147-41,2015,No,Single,,136 Irving St,"136 Irving St
Cambridge, MA
(42.380113298000026, -71.11143857599995)",Nonresidential,,,,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
747-1,60-6,2015,Yes,Single,,500 Memorial Dr,"450 Memorial Dr
Cambridge, MA
(42.35533617200008, -71.09886717099994)",Nonresidential,College/University,1970,171141,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1215614.6,4147677.5,,,,,,,,,,9547224.7,,13694902.2,,80,,24509411,,143.2,,1035.2,6,6672.6,
252-1,172-99,2015,Yes,Single,,1600 Massachusetts Ave,"1600 Massachusetts Ave
Cambridge, MA
(42.379544518000046, -71.12010082299997)",Residential,Multifamily Housing,1981,82696,"Li, Nancy W.",Trustees of Condominium Assn.,,104242.2,355674.3,752.48395379,75248.4,,,,,,,,,,430922.7,426604.4,5.2,5.2,1195828,1191293.8,14.5,14.4,38.4,0.5,2262.6,
682-28,104-130,2015,Yes,Child,"682-23, 682-28, 268-27",9 Fairmont St,"9 Woodrow Wilson Ct
Cambridge, MA
(42.36201204200006, -71.11037210999996)",Residential,Multifamily Housing,1949,72970,Cambridge Housing Authority,,59,301930,1030185.2,47417.00025,4741700,,,,,,,,,,5771885.2,5761144.8,79.1,79,8213566.6,8202289.1,112.6,112.4,351.5,4.8,3664.7,50.22
437-1,161-58,2015,Yes,Parent,"437-1, 437-3, 437-9",962 Memorial Dr,"95 Dunster St
Cambridge, MA
(42.37071793100006, -71.12026749399996)",Residential,Residence Hall/Dormitory,1762,254698,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,952868.9,3251189,6915.00165,691500.2,,,,,,,,21884998.5,,25827687.6,,101.4,,37263361.1,,146.3,,1804.4,7.1,7529.9,
439-6,133-50,2015,No,Single,,24 Arrow St,"16 Arrow St
Cambridge, MA
(42.370932389000075, -71.11417874599994)",Nonresidential,,,,Roman Catholic Archbishop Of Boston,Corporation Sole,,,,,,,,,,,,,,,,,,,,,,,,,,
718-3,100-68,2015,Yes,Parent,"718-3, 718-4",767 Memorial Dr,"777 Memorial Dr
Cambridge, MA
(42.358745568000074, -71.11553426199998)",Nonresidential,Hotel,1965,138000,Cmc9 Owner LLC,,59,1837874.8,6270829.5,81008.35476,8100835.5,,,,,,,,,,14371665,14124357.1,104.1,102.4,28196281.8,27936608.6,204.3,202.4,1036.9,7.5,7469.5,54.13
387-11,242B-56,2015,Yes,Single,,80 Gerrys Lndg,"80 Gerrys Landing Rd
Cambridge, MA
(42.371926589000054, -71.13487745899994)",Nonresidential,Fitness Center/Health Club/Gym,1998,60000,Buckingham Browne And Nichols School,,,827192.9,2822382.5,48469.9033179,4846990.3,,,,,,,,,,7669372.9,7442318.8,127.8,124,13951621,13713214.2,232.5,228.6,530.5,8.8,1074.1,
59-49,268A-40,2015,Yes,Single,"59-32, 59-34, 59-43, 59-44, 59-45, 59-49",324 Rindge Ave,"312 Rindge Ave
Cambridge, MA
(42.39370797300006, -71.13660335299994)",Residential,Multifamily Housing,2006,1,Greater Boston Properties,C/O Greater Boston Properties,,,,,,,,,,,,,,,,,,,,,,,,,,
356-33,166-70,2015,Yes,Parent,"356-33, 356-36",985 Memorial Drive,"986 Memorial Dr
Cambridge, MA
(42.37249187300006, -71.12544013299998)",Residential,Multifamily Housing,1916,103314,Longview Corporation,C/O Thayer & Associates,88,262252,894803.9,60913.00049,6091300,,,,,,,,,,6986103.9,6926264,67.6,67,9205549.3,9142717.3,89.1,88.5,410.1,4,1472.7,14.25
468-9,9-41,2015,Yes,Single,,10 Canal Pk,"10 Canal Pk
Cambridge, MA
(42.36830527600006, -71.07517649099998)",Nonresidential,Office,1983,135710,"BP-Ten Canal Park, L.L.C.",C/O Bcsp Cambridge Ten Property LLC,84,2061550.5,7034011.1,,,,,,,,,,,,7034011.1,7034011.1,51.8,51.8,22086794.8,22086794.8,162.7,162.7,680.5,5,2103.6,15.5
488-19,108-84,2015,Yes,Parent,"488-19, 488-21",259-265 Harvard St,"137 Prospect St
Cambridge, MA
(42.36858850100003, -71.10157816099996)",Residential,Multifamily Housing,1951,51010,Cambridge Affordable Presidential,"Apartments, LLC.",63,328674,1121435.7,28336.9997,2833700,,,,,,,,,,3955135.7,3948858.8,77.5,77.4,6496693,6490102.3,127.4,127.2,259,5.1,2147.7,42.1
696-5,52A-19,2015,Yes,Single,,111 Memorial Dr,"70 Amherst St
Cambridge, MA
(42.36026309300007, -71.08673159199998)",Nonresidential,College/University,1916,64671,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,623698.9,2128061,439.999835,44000,,,,,,,1035660.1,4260192.4,,7467913.5,,115.5,,12889158.1,,199.3,,545.7,8.4,2694.5,
243-24,157-62,2016,Yes,Single,,33 Everett St,"33 Everett St
Cambridge, MA
(42.37987377200005, -71.11706569399996)",Nonresidential,Other,1970,31990,Lesley College, ,,,,,,,,,,,,,,,,,,,,,,,,,,
380-2,165-40,2015,Yes,Child,"380-1, 380-2, 380-4, 380-5, 380-9",122 Mt Auburn St,"122 Mt Auburn St
Cambridge, MA
(42.373242477000076, -71.12268014899996)",Residential,Multifamily Housing,1920,35505,President & Fellows Of Harvard College,,71,242862,828645.1,16864.914308,1686491.4,,,,,,,,,,2515136.5,2488508.1,70.8,70.1,4372761.7,4331900.7,123.2,122,169.7,4.8,1628.9,45.88
266-2,157-69,2015,Yes,Single,,1525-1587 Massachusetts Ave,"33 Oxford St
Cambridge, MA
(42.37881997000005, -71.11663360099993)",Nonresidential,College/University,1999,97952,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1312302.7,4477577.3,1.00000012,100,,,,,,,4464075.6,2873283.5,,11815036.3,11698787.6,120.6,119.4,21980451.3,21858051,224.4,223.2,859.2,8.8,556.2,
549-21,27-86,2016,Yes,Single,,205 Bent St,"173 Bent St
Cambridge, MA
(42.367166549000046, -71.08227692299994)",Nonresidential,Data Center,1938,5600,"Lohnes, Paul R., Tr. Of The Alexander",Graham Bell Trust,,,,,,,,,,,,,,,,,,,,,,,,,,
539-9,119-82,2015,Yes,Single,,888 Massachusetts Avenue,"888 Massachusetts Ave
Cambridge, MA
(42.36793347100007, -71.10795362999994)",Residential,Multifamily Housing,1899,44307,"Papas, Arthur M., Tr. Of",Jemtak Realty Trust,95,142777,487155.1,26426.001119,2642600.1,,,,,,,,,,3129755.2,3093702.6,70.6,69.8,4304397.2,4266542,97.1,96.3,187.5,4.2,848.6,19.15
543-46,27-99,2016,Yes,Single,,255 Bent St,"245 Bent St
Cambridge, MA
(42.36752669900005, -71.08519658499995)",Nonresidential,K-12 School,1980,16704,"Lohnes, Paul R., Trustee Of",The 255 Bent St. Realty Trust,,,,,,,,,,,,,,,,,,,,,,,,,,
288-15,217-18,2015,Yes,Child,"288-13, 280-4, 280-7, 288-2, 288-3, 288-8, 288-9, 288-10, 288-11, 288-12, 288-13, 288-14, 288-15",99 Brattle St,"91 Brattle St
Cambridge, MA
(42.37611668300008, -71.12496459499994)",Residential,College/University,1924,210512,Episcopal Divinity School,,,966800.9,3298724.9,58306.9965809,5830699.7,,,,,,,,,,9129424.6,9070319.9,43.4,43.1,16480231,16418171,78.3,78,628.8,3,2584.5,12.28
668-14,52A-21,2015,Yes,Single,,33 Massachusetts Ave,"160 Memorial Dr
Cambridge, MA
(42.35883211500004, -71.08843254399994)",Nonresidential,College/University,1951,154516,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,978763.9,3339542.7,,,,,,,,,6214920.7,24000593.2,,33555056.6,,217.2,,45574784.7,,295,,2244.2,14.5,1342.8,
220-3,173-48,2015,Yes,Single,,1654 Massachusetts Ave,"1654 Massachusetts Ave
Cambridge, MA
(42.381464152000035, -71.11977680499996)",Residential,Multifamily Housing,1900,35683,"Miller, Tucker Reed",John Kurt Miller,8,216756,739571.5,43730.15451,4373015.5,,,,,,,,,,5112587,5068789.3,143.3,142.1,6913920.8,6867933.2,193.8,192.5,303.8,8.5,1026,
245-41,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"34 Fresh Pond Pl
Cambridge, MA
(42.38023928600006, -71.15343181099996)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
345-13,169-98,2015,Yes,Child,"345-5, 345-13",50-52 Church St,"11-A Brattle St
Cambridge, MA
(42.37336487700003, -71.12019170199994)",Nonresidential,Mixed Use Property,1979,96605,"Clarke, Jeannette E, Bradlee F Clarke,Jr",Sarah C. Pfaffenberger,,1018255.3,3474287.4,,,,,,,,,,,,3474287.4,3382501.2,36,35,10909262.3,10621053.9,112.9,109.9,336.1,3.5,4421.9,45.77
266-12,157-69,2015,Yes,Single,,1525-1587 Massachusetts Ave,"15 Oxford St
Cambridge, MA
(42.37761844900007, -71.11621935099998)",Nonresidential,College/University,2007,173885,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,6250106.3,21325365.3,,,,,,,,,22214672.7,26483547.2,,70023585.2,68831218,402.7,395.8,121037115.4,119734777.9,696.1,688.6,4992.3,28.7,8159,46.92
699-6,55-9,2015,Yes,Single,,144 Albany St,"150 Albany St
Cambridge, MA
(42.359883129000025, -71.09806873899998)",Nonresidential,College/University,1962,144308,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,4145759.8,14145334.1,1790.00015,179000,,,,,,,4583783.2,6153874.4,,25061991.7,,173.7,,56591446.1,,392.2,,2028.2,14.1,4700.8,
122-5,204-150,2015,Yes,Parent,"122-5, 122-4",225 Walden Street,"205 Walden St
Cambridge, MA
(42.38671604700005, -71.12958010899996)",Residential,Multifamily Housing,1966,229040,"Eqr-Walden Park, LLC",C/O Equity Residential,81,962904.9,3285432,137013.00236,13701300.2,,,,,,,,,,16986732.2,16930682.2,74.2,73.9,24702621.7,24593276.9,107.9,107.4,1045.6,4.6,6137.2,
267-27,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",18 Cushing Court,"67-6 Thingvalla Ave
Cambridge, MA
(42.376224654000055, -71.15472536399994)",Residential,Multifamily Housing,1953,200633,Cambridge Housing Authority,,65,683629.9,2332545.6,155696.00071,15569600.1,,,,,,,,,,17902145.6,17854161.9,89.2,89,23672273.1,23596227.8,118,117.6,1052.6,5.2,17212.7,71.21
69-2,267.4-254,2016,No,Single,,100 Smith Pl,"100 Smith Pl
Cambridge, MA
(42.39311133000007, -71.15042567899997)",Nonresidential,,,,"Jolly Green Giant, Llc.", ,,,,,,,,,,,,,,,,,,,,,,,,,,
59-21,268B-42,2015,Yes,Single,,400 Rindge Avenue,"364 Rindge Ave
Cambridge, MA
(42.39387242400005, -71.13857336699994)",Residential,Multifamily Housing,1972,249723,Rindge Associates,"C/O Federal Management Co., Inc.",62,1268399.7,4327780.3,193696.0033,19369600.3,,,,,,,,,,23697380.6,23625691.8,94.9,94.6,33927310.5,33702207.5,135.9,135,1447.5,5.8,15382.9,61.6
568-2,42-86,2015,Yes,Single,,205 Broadway,"50 Hampshire St
Cambridge, MA
(42.36697656700005, -71.09265949699994)",Nonresidential,Office,1999,183000,BMR-Hampshire LLC,c/o Biomed Realty Trust,96,1259639.8,4297891.7,67518.999942,6751900,,,,,,,,,,11049791.7,10949435.8,60.4,59.8,20584874.9,20479501.2,112.5,111.9,774.4,4.2,1148.4,6.28
568-3,42-87,2015,Yes,Single,,191 Broadway,"201 Broadway
Cambridge, MA
(42.365966050000054, -71.09249049499994)",Nonresidential,Office,1991,119248,Broadway/Hampshire,Associates Limited Partnership,73,1751249.6,5975264.5,27064.999329,2706499.9,,,,,,,,,,8681764.4,8533574.2,71.9,70.7,21604155.5,21448555.8,178.9,177.6,721.8,6,2506,20.75
87-3,200-90,2015,Yes,Single,,2050 Massachusetts Ave,"2050 Massachusetts Ave
Cambridge, MA
(42.39105299800008, -71.12257291999998)",Residential,Multifamily Housing,1984,38969,Cambridge Affordable Presidential,Apartments LLC.,78,241066,822517.2,14967.999513,1496800,,,,,,,,,,2319317.1,2288464.8,59.5,58.7,4154343.9,4082610.9,106.6,104.8,159.1,4.1,2172.3,55.75
318-2,159-1,2015,Yes,Single,,1341 Massachusetts Ave,"35 Quincy St
Cambridge, MA
(42.374975713000026, -71.11447519899997)",Residential,Residence Hall/Dormitory,1870,57869,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",87,290213.8,990209.7,3033.932107,303393.2,,,,,,,,1659042,,2952644.9,2922070.1,51,50.5,5423716.9,5386934.3,93.7,93.1,222.1,3.8,1655.9,9.69
345-10,169-93,2016,Yes,Single,,1400 Massachusetts Ave,"1400 Massachusetts Ave
Cambridge, MA
(42.37405019200003, -71.11892479899996)",Nonresidential,Retail Store,1924,34600,Harvard Cooperative Society,"C/O Thomas A. Wagner, Jr. Cfo",,,,,,,,,,,,,,,,,,,,,,,,,,
267-15,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",18 Cushing Court,"19-4 Corcoran Ln
Cambridge, MA
(42.37722148100005, -71.15409039599996)",Residential,Multifamily Housing,1953,200633,Cambridge Housing Authority,,65,683629.9,2332545.6,155696.00071,15569600.1,,,,,,,,,,17902145.6,17854161.9,89.2,89,23672273.1,23596227.8,118,117.6,1052.6,5.2,17212.7,71.21
387-20,242-38,2015,Yes,Child,"387-14, 387-22, 387-12, 387-23, 387-21, 387-18, 387-3, 387-6, 387-5, 387-24, 387-10, 387-8, 387-17, 387-25, 387-20, 387-39, 387-32, 387-28",178 Coolidge Hill,"178 Coolidge Hill
Cambridge, MA
(42.37220282100003, -71.13761762899998)",Nonresidential,K-12 School,1926,143841,Shady Hill School,,,898460.8,3065548.8,43589.7132503,4358971.3,,,,,,,,,,7424520.1,7336892.4,51.6,51,14202743,14084892.4,98.7,97.9,528.1,3.7,1100.3,
498-15a,132-157,2015,Yes,Single,,1-17 Cowperthwaite Street,"5 Cowperthwaite St
Cambridge, MA
(42.36883675900003, -71.11534311399998)",Residential,Parking,2007,98623,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,270021.5,921313.6,,,,,,,,,,,,921313.6,920832.9,9.3,9.3,2892924.7,2891415.2,29.3,29.3,89.1,0.9,,
626-4,72A-1,2015,Yes,Child,"626-1, 626-7, 626-4, 626-2, 626-9, 626-8",637 Main St,"34 Newtowne Ct
Cambridge, MA
(42.364283948000036, -71.09419180499998)",Residential,Multifamily Housing,1938,275666,Cambridge Housing Authority,,54,1272448.9,4341596.1,213870.9831,21387098.3,,,,,,,,,,25728694.4,25683673.1,93.3,93.2,36089065,36041792.6,130.9,130.7,1556,5.6,25558.7,91.07
65-37,267D-340,2016,No,Single,,765 Concord Ave,"765-R Concord Ave
Cambridge, MA
(42.39060271900007, -71.15411167099995)",Nonresidential,,,,The Fayerweather Street School, ,,,,,,,,,,,,,,,,,,,,,,,,,,
184-7,208-15,2015,Yes,Child,"184-1, 184-2, 184-3, 184-8, 184-4, 184-5, 184-6, 184-7, 188-2, 188-1",4-46 Fernald Drive,"24 Fernald Dr
Cambridge, MA
(42.38311338200003, -71.12608117599996)",Residential,Multifamily Housing,1949,202814,President & Fellows Of Harvard College,C/O Harvard Resl Estate Inc,97,639458.7,2181833.5,79404.3948996,7940439.5,,,,,,,,,,10122273,10092072.4,49.9,49.8,15188418.6,15134505.4,74.9,74.6,632.8,3.1,4905.2,24.19
600-3,16-28,2016,Yes,Single,,65 Binney St,"65 Binney St
Cambridge, MA
(42.36538677900006, -71.07950644899995)",Nonresidential,Worship Facility,2009,35893,Corp. Of The Presiding Of The Church,Of Jesus Christ Of Latter-Day Saints,,,,,,,,,,,,,,,,,,,,,,,,,,
437-7,161-58,2015,Yes,Child,"437-10, 437-5, 437-6, 437-7",962 Memorial Dr,"18 Mill St
Cambridge, MA
(42.370456243000035, -71.11851130699995)",Residential,Residence Hall/Dormitory,1916,182097,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,617647,2107411.9,2804.492885,280449.3,,,,,,,,10191443,,12579304.2,12427076.7,69.1,68.2,19172469.9,18989386.5,105.3,104.3,895.5,4.9,3727.1,
366-8,135-25,2015,Yes,Single,,12-16 Ware St,"16 Ware St
Cambridge, MA
(42.37329376000008, -71.11267986999997)",Residential,Multifamily Housing,1981,37872,Condo Association,,77,119949,409266,24037.001427,2403700.1,,,,,,,,,,2812966.1,2792285.1,74.3,73.7,3808980.2,3787265.1,100.6,100,167.3,4.4,1082.8,28.59
457-7,132-153,2015,Yes,Child,"457-13, 457-7",10 Dewolfe St,"10 Dewolfe St
Cambridge, MA
(42.37074240700008, -71.11625106499997)",Residential,Multifamily Housing,1991,65035,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",5,686504.3,2342353.1,43296.31525,4329631.5,,,,,,,,,,6671984.6,6569613.5,102.6,101,11901101.9,11729426.8,183,180.4,456.6,7,3436.1,52.83
206-12,213-2A,2015,Yes,Parent,"206-12, 206-14, 206-18, 206-8, 206-17, 206-6 ",52-70 Linnaean St,"62 Linnaean St
Cambridge, MA
(42.38236176500004, -71.12593184699995)",Residential,Residence Hall/Dormitory,1901,172773,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,675247.9,2303946.1,136150.986,13615098.6,,4140,,,,,,,,15923184.699999999,,92.2,,21534425.600000001,,124.6,,946.4,5.5,2816.4,
67-14,195-143,2015,Yes,Child,"67-3, 67-14, 67-9, 67-13",170 Middlesex St,"15 Notre Dame Ave
Cambridge, MA
(42.39181642200003, -71.13138085799994)",Nonresidential,Worship Facility,1925,24135,Vineyard Christian Fellowship Of,Cambridge,59,72861.9,248604.9,14954.47924,1495447.9,,,,,,,,,,1744052.8,1686611.9,54.6,52.8,2350839.8,2288712.8,73.6,71.7,103.5,5,563.9,
592-8,105-74,2016,Yes,Single,,678 Massachusetts Ave,"678 Massachusetts Ave
Cambridge, MA
(42.365724784000065, -71.10431599999998)",Nonresidential,Office,1920,33500,678 Mass Ave. Llc, ,,,,,,,,,,,,,,,,,,,,,,,,,,
560-20,130-144,2015,Yes,Child,"438-6, 438-8, 438-1, 438-7, 438-11",900 Memorial Dr,"25 Peabody Ter
Cambridge, MA
(42.36622099200008, -71.11374676499997)",Residential,Multifamily Housing,1964,489826,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",61,2386143.3,8141522.1,4041.2884056,404128.8,,,,,,,,30334487.2,,38880138.2,,79.4,,62482349.4,,127.6,,2823.3,5.8,22951.4,46.86
376-3,160-57,2016,No,Single,,24 Brattle St,"18 Brattle St
Cambridge, MA
(42.37331240900005, -71.12018590699995)",Nonresidential,,,,"Brattle Square Llc,", ,,,,,,,,,,,,,,,,,,,,,,,,,,
253-13,157-69,2015,Yes,Single,,1525-1587 Massachusetts Ave,"26 Everett St
Cambridge, MA
(42.37990325800007, -71.11863852399995)",Nonresidential,College/University,1950,28179,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,113379.6,386851.1,,,,,,,,,,1328612.3,,1715463.4,1691178.6,60.9,60,2813087.8,2783872.1,99.8,98.8,125.6,4.5,690.1,
569-2,27-81,2015,Yes,Single,,194 Fifth St,"210 Bent St
Cambridge, MA
(42.367312241000036, -71.08397393999996)",Nonresidential,Office,1972,142919,New England Telephone,And Telegraph Company,1,13072289.8,44602658.1,25072.0005,2507200,,,,,59395.2,101749.5,,,,47271002.8,,330.8,,142847662.6,,999.5,,4460.6,31.2,6986,48.88
245-2,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"15 Fresh Pond Pl
Cambridge, MA
(42.38005014000004, -71.15321063899995)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
267-18,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",18 Cushing Court,"40-7 St Sauveur Ct
Cambridge, MA
(42.37148747700007, -71.08555461499998)",Residential,Multifamily Housing,1953,200633,Cambridge Housing Authority,,65,683629.9,2332545.6,155696.00071,15569600.1,,,,,,,,,,17902145.6,17854161.9,89.2,89,23672273.1,23596227.8,118,117.6,1052.6,5.2,17212.7,71.21
737-2,58-158,2015,Yes,Single,,360 Memorial Dr,"362 Memorial Dr
Cambridge, MA
(42.356426156000055, -71.09565958099995)",Nonresidential,College/University,1949,133099,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1247107.1,4255129.8,,,,,,,,,,8768734.4,,13023864.3,,97.9,,23910255.6,,179.6,,993.9,7.5,0.7,
245-42,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"33 Fresh Pond Pl
Cambridge, MA
(42.380184996000025, -71.15345411299995)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
680-14,47-90,2015,Yes,Single,,36 Memorial Dr,"100 Main St
Cambridge, MA
(42.36188644400005, -71.08155303299998)",Nonresidential,College/University,2010,405034,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,2258925,7707453.2,5612.9992,561299.9,,,,,,,5132965.8,9408721.8,,22810440.7,,56.3,,41242812.6,,101.8,,1670.7,4.1,664.3,
630-34,126-174,2015,Yes,Single,,12 Gilmore Street,"12 Gilmore Street
Cambridge, MA
(42.36433197100007, -71.11148519799997)",Municipal,Other - Recreation,1924,10537,City Of Cambridge,,,43032.3,146826.1,6444.6453195,644464.5,,,,,,,,,,791290.6,777314,75.1,73.8,1137721.6,1119002.1,108,106.2,48.4,4.6,,
