Community Name,TCAD or WCAD Property ID(s),Audit Date,Percent Duct Leakage,Recommended Duct Leakage,Attic R-Value,Window Screens,Year Built,Common Laundry,Utilities,Total Units,Community EUI (kWh/sqft/yr),As of,Street Address
Dolphin Apartments,216426,05/05/2011 12:00:00 AM,27%,15%,N\A,Needed,1972,Yes,Gas and Electric,18,9.07,02/26/2016 12:00:00 AM,"921 E 46 ST
Austin, TX 78751
(30.305152, -97.716586)"
Longbranch Apartments,250787,05/26/2011 12:00:00 AM,17%,10%,21,Needed,1983,Yes,Electric,105,12.74,02/26/2016 12:00:00 AM,"401 Masterson Pass
Austin, TX 78753
(30.370228, -97.690249)"
Springhollow Apartments,219437,04/01/2011 12:00:00 AM,12%,10%,11,Needed,1981,Yes,Electric,46,19.94,02/26/2016 12:00:00 AM,"4803 Loyola Lane
Austin, TX 78743
(30.308603, -97.666014)"
Garden Path Apartments,236532,12/21/2012 12:00:00 AM,11.8%,10%,30,Complete,1978,Yes,Electric,44,8.92,02/26/2016 12:00:00 AM,"8017 Gessner Drive
Austin, TX 78753
(30.344388, -97.70199)"
Town Lake Villa I,187587,11/13/2012 12:00:00 AM,,N\A,13,Needed,1973,No,Gas and Electric,10,9.57,02/26/2016 12:00:00 AM,"2609 E CESAR CHAVEZ ST
Austin, TX 78702
(30.25366, -97.714715)"
South Congress Commons,309750,05/16/2011 12:00:00 AM,8%,10%,N\A,Complete,1978,Yes,Electric,50,6.31,02/26/2016 12:00:00 AM,"126 W Alpine
Austin, TX 78704
(30.228566, -97.762276)"
38Th Street Square,545774,09/26/2011 12:00:00 AM,8.2%,10%,13,Needed,1966,No,Gas and Electric,16,11.44,02/26/2016 12:00:00 AM,"407 W 38Th St
Austin, TX 78705
(30.302041, -97.736771)"
South Fork,511095,12/07/2011 12:00:00 AM,25%,10%,N\A,Needed,1973,Yes,Electric,59,10.38,02/26/2016 12:00:00 AM,"5426 MANCHACA RD
Austin, TX 78745
(30.216663, -97.796622)"
Yellowstone Apartments,218522,03/15/2013 12:00:00 AM,15%,10%,8,Complete,1963,Yes,Gas and Electric,16,8.39,02/26/2016 12:00:00 AM,"1215 E 52nd St
Austin, TX 78723
(30.308839, -97.706119)"
Oakbrook Apartments,235104,02/02/2011 12:00:00 AM,33%,10%,18,Complete,1969,Yes,Gas and Electric,39,8.48,02/26/2016 12:00:00 AM,"615 W St
Johns Austin, TX 78752
(30.338507, -97.715911)"
Mandalay Apartments,461061,04/04/2013 12:00:00 AM,37.8%,15%,21,Needed,2001,Yes,Gas and Electric,300,9.03,02/26/2016 12:00:00 AM,"12443 Tech Ridge Blvd
Austin, TX 78753
(30.398693, -97.663579)"
Lightsey 7 Apartments,305367,06/01/2011 12:00:00 AM,21%,10%,19,Needed,1974,No,Electric,7,15.01,02/26/2016 12:00:00 AM,"2003 Lightsey Drive
Austin, TX 78704
(30.24178, -97.780671)"
The Arts Apartments At Turtle Creek,325496,02/09/2011 12:00:00 AM,3.7%,10%,10,Needed,1984,No,Electric,96,12.39,02/26/2016 12:00:00 AM,"714 Turtle Creek Dr
Austin, TX 78745
(30.20395, -97.784135)"
Shoal Creek North,251464,05/24/2011 12:00:00 AM,24%,10%,30,Complete,1972,Yes,Electric,52,11.86,02/26/2016 12:00:00 AM,"8605 Shoal Creek Blvd
Austin, TX 78757
(30.371916, -97.737253)"
Townhollow,100030,05/17/2011 12:00:00 AM,35%,15%,8,Needed,1982,Yes,Electric,77,11.84,02/26/2016 12:00:00 AM,"1200 Treadwell
Austin, TX 78704
(30.255627, -97.760572)"
2707 Windswept West,509356,02/04/2011 12:00:00 AM,28%,10%,12,Complete,1971,No,Gas and Electric,6,10.96,02/26/2016 12:00:00 AM,"2707 WINDSWEPT CV
Austin, TX 78745
(30.229789, -97.801893)"
Barclay Apartments,226625,05/05/2011 12:00:00 AM,20%,15%,28,Needed,1973,Yes,Electric,19,12.44,02/26/2016 12:00:00 AM,"615 Nelray Blvd
Austin, TX 78751
(30.322228, -97.726867)"
Legacy,223341,05/23/2011 12:00:00 AM,20%,10%,N\A,Needed,1969,Yes,Electric,40,16.04,02/26/2016 12:00:00 AM,"1100 Reinli St
Austin, TX 78723
(30.316746, -97.703509)"
Warwick Apartments,211418,01/07/2011 12:00:00 AM,15%,10%,N\A,Needed,1971,Yes,Electric,56,8.02,02/26/2016 12:00:00 AM,"2907 West Avenue
Austin, TX 78705
(30.296935, -97.744941)"
Taylor'S Apartments,120330,03/30/2011 12:00:00 AM,28%,10%,30,Needed,1964,Yes,Gas and Electric,6,8.76,02/26/2016 12:00:00 AM,"1803 0 W 35Th St
Austin, TX 78703
(30.308231, -97.753285)"
Mark 5 Apartments,214720,04/29/2011 12:00:00 AM,26%,10%,N\A,Complete,1969,Yes,Gas and Electric,16,7.42,02/26/2016 12:00:00 AM,"3914 Avenue
D Austin, TX 78751
(30.30314, -97.73314)"
Antilles Apartments,114301,01/07/2011 12:00:00 AM,45%,10%,N\A,Needed,1961,Yes,Electric,14,3.45,02/26/2016 12:00:00 AM,"2202 Enfield Rd
Austin, TX 78703
(30.287244, -97.766434)"
Joseph's Corner,208162,11/13/2012 12:00:00 AM,14.4%,10%,30,Needed,2001,No,Electric,8,10.71,02/26/2016 12:00:00 AM,"2824 RIO GRANDE ST
Austin, TX 78705
(30.295232, -97.74396)"
Triple Crown Apartments,229279,01/30/2013 12:00:00 AM,31.1%,10%,N\A,Needed,1969,Yes,Electric,57,9.18,02/26/2016 12:00:00 AM,"1220 Camino La
Costa Austin, TX 78752
(30.324469, -97.69484)"
Gables @ The Terrace,422326,04/26/2011 12:00:00 AM,17%,10%,17,Complete,1997,No,Electric,310,6.65,02/26/2016 12:00:00 AM,"2301 S Mopac
Expwy Austin, TX 78746
(30.255925, -97.800095)"
South Hill,310124,05/26/2011 12:00:00 AM,52%,15%,N\A,Complete,1972,Yes,Gas and Electric,42,6.48,02/26/2016 12:00:00 AM,"3819 Southway Drive
Austin, TX 78704
(30.230805, -97.776032)"
Rustic Creek,226838,05/24/2011 12:00:00 AM,23%,15%,11,Complete,1972,Yes,Electric,54,7.8,02/26/2016 12:00:00 AM,"7211 Northeast Dr
Austin, TX 78723
(30.322016, -97.679451)"
Remington House,239677,06/20/2011 12:00:00 AM,41%,15%,13,Needed,1983,Yes,Electric,378,12.73,02/26/2016 12:00:00 AM,"600 Barwood Park
Austin, TX 78753
(30.349146, -97.696582)"
Bastille Apartments,250111,12/11/2012 12:00:00 AM,10.7%,15%,N\A,Needed,1972,Yes,Electric,56,11.32,02/26/2016 12:00:00 AM,"9315 Northgate Blvd
Austin, TX 78758
(30.372792, -97.715068)"
Villa Solano Apartments,223211,03/04/2011 12:00:00 AM,41%,10%,N\A,Needed,1966,No,Gas and Electric,14,8.49,02/26/2016 12:00:00 AM,"620 W 51st St
Austin, TX 78751
(30.318381, -97.73016)"
The Mint Urban Establishment,309744,05/24/2011 12:00:00 AM,20%,10%,13,Needed,1972,Yes,Electric,140,11.52,02/26/2016 12:00:00 AM,"3501 S 1St St
Austin, TX 78704
(30.232158, -97.765903)"
Gaston Place Apartments,"220818, 220819",05/20/2012 12:00:00 AM,18%,10%,17.6,Needed,1978,Yes,Gas and Electric,100,11.77,02/26/2016 12:00:00 AM,"1941 Gaston Place
Austin, TX 78723
(30.31251, -97.688648)"
Amli At Scofield Ridge Campus A,378903,05/26/2011 12:00:00 AM,43%,15%,26,Needed,1999,Yes,Electric,478,8.12,02/26/2016 12:00:00 AM,"2600 Scofield Ridge Parkway
Austin, TX 78727
(30.429907, -97.696946)"
Enfield Arms Aparments,109057,12/06/2012 12:00:00 AM,13.8%,10%,28,Complete,1948,Yes,Electric,10,6.35,02/26/2016 12:00:00 AM,"1409 Enfield Road
Austin, TX 78703
(30.281806, -97.755782)"
Highlands Hill Country,511982,11/07/2012 12:00:00 AM,41%,15%,18,Complete,2000,Yes,Gas and Electric,444,7.7,02/26/2016 12:00:00 AM,"3014 W William
Cannon Austin, TX 78745
(30.210072, -97.821858)"
3008 Cedar Street,210361,04/29/2011 12:00:00 AM,32%,15%,19,Complete,1935,No,Electric,9,15.28,02/26/2016 12:00:00 AM,"3008 Cedar Street
Austin, TX 78705
(30.295353, -97.738117)"
Elms Apartments,225440,10/08/2010 12:00:00 AM,12%,10%,8,Needed,1967,Yes,Gas and Electric,25,7.96,02/26/2016 12:00:00 AM,"600 E 54 ST
Austin, TX 78751
(30.316717, -97.71629)"
Dolphin Apartments,216423,05/05/2011 12:00:00 AM,27%,15%,N\A,Needed,1972,Yes,Gas and Electric,12,9.54,02/26/2016 12:00:00 AM,"927 E 46 ST
Austin, TX 78751
(30.305035, -97.716333)"
Villa Arcos,213026,05/01/2011 12:00:00 AM,34%,10%,N\A,Needed,1966,Yes,Electric,22,7.19,02/26/2016 12:00:00 AM,"3301 Speedway
Austin, TX 78705
(30.297606, -97.73542)"
Creekside Aparments,540944,04/30/2011 12:00:00 AM,34%,10%,N\A,Needed,1972,Yes,Gas and Electric,24,9.45,02/26/2016 12:00:00 AM,"615 Upson St
Austin, TX 78703
(30.279634, -97.770088)"
Woodchase,245934,06/17/2011 12:00:00 AM,48%,15%,10,Needed,1983,Yes,Electric,230,9.58,02/26/2016 12:00:00 AM,"8524 Burnet Rd
Austin, TX 78757
(30.366945, -97.728011)"
4312 DUVAL ST,215993,10/29/2012 12:00:00 AM,22%,10%,5,Needed,1968,Yes,Gas and Electric,14,8.56,02/26/2016 12:00:00 AM,"4312 DUVAL ST
Austin, TX 78751
(30.305392, -97.725628)"
Traveling Mercies,100851,07/17/2014 12:00:00 AM,,N\A,N\A,Needed,1915,No,Electric,5,7.59,02/26/2016 12:00:00 AM,"1200 S CONGRESS AVE
Austin, TX 78704
(30.252214, -97.748691)"
The Arbor at Tallwood,254987,04/23/2011 12:00:00 AM,69%,10%,11,Complete,1972,Yes,Gas and Electric,115,6.69,02/26/2016 12:00:00 AM,"8810 Tallwood Dr
Austin, TX 78759
(30.378456, -97.743136)"
Stonehollow,261737,05/25/2011 12:00:00 AM,51%,15%,30,Needed,1995,Yes,Electric,318,10.42,02/26/2016 12:00:00 AM,"11900 Stonehollow DR
Austin, TX 78758
(30.401505, -97.704564)"
Elms Apartments,225441,10/08/2010 12:00:00 AM,12%,10%,8,Needed,1967,Yes,Gas and Electric,25,7.12,02/26/2016 12:00:00 AM,"600 E 53 ST
Austin, TX 78751
(30.315667, -97.717036)"
The Legacy Apartments,223344,05/23/2011 12:00:00 AM,20%,10%,N\A,Needed,1969,Yes,Gas and Electric,97,9.85,02/26/2016 12:00:00 AM,"1100 Reinli St
Austin, TX 78723
(30.316746, -97.703509)"
Wooten Park Apartments,241446,05/17/2011 12:00:00 AM,69%,10%,30,Complete,1968,No,Gas and Electric,5,4.84,02/26/2016 12:00:00 AM,"1738 Wooten Park Dr
Austin, TX 78757
(30.353191, -97.72319)"
Wilshire West Apartments,213390,05/24/2011 12:00:00 AM,16%,15%,N\A,Needed,1963,Yes,Gas and Electric,90,8.24,02/26/2016 12:00:00 AM,"4411 Airport Blvd
Austin, TX 78722
(30.30091, -97.713601)"
4712 Depew,216363,02/02/2011 12:00:00 AM,,N\A,9,Needed,1971,Yes,Electric,12,9.66,02/26/2016 12:00:00 AM,"4712 Depew Ave
Austin, TX 78751
(30.307996, -97.716404)"
Logan's Mill Apartments,338025,03/03/2011 12:00:00 AM,36%,10%,12,Complete,1986,Yes,Electric,256,12.16,02/26/2016 12:00:00 AM,"1912 E William
Cannon Austin, TX 78744
(30.188329, -97.764689)"
Maiden Lane Efficiencies,212578,03/24/2011 12:00:00 AM,23%,10%,N\A,Needed,1974,No,Electric,11,9.59,02/26/2016 12:00:00 AM,"630 Maiden Ln
Austin, TX 78705
(30.302159, -97.740187)"
Archway,205397,05/24/2011 12:00:00 AM,7.5%,10%,N\A,Complete,1963,Yes,Electric,54,10.97,02/26/2016 12:00:00 AM,"2504 Manor Rd
Austin, TX 78722
(30.284831, -97.71576)"
Nova House,208473,05/25/2011 12:00:00 AM,60%,15%,N\A,Needed,1969,Yes,Gas and Electric,13,6.01,02/26/2016 12:00:00 AM,"404 E 30th
Austin, TX 78705
(30.292258, -97.734883)"
Waterford,215759,04/01/2011 12:00:00 AM,50%,10%,N\A,Needed,1973,Yes,Electric,23,11.32,02/26/2016 12:00:00 AM,"4312 Speedway
Austin, TX 78751
(30.307352, -97.729233)"
Highland Village Apartments,226757,04/08/2011 12:00:00 AM,59%,10%,N\A,Needed,1962,Yes,Gas and Electric,44,4.15,02/26/2016 12:00:00 AM,"809 Tirado
Austin, TX 78752
(30.3236, -97.709132)"
Mark Embers,210226,01/06/2011 12:00:00 AM,8.8%,10%,N\A,Complete,1965,No,Electric,16,7.2,02/26/2016 12:00:00 AM,"3107 SPEEDWAY
Austin, TX 78705
(30.29552, -97.736729)"
Longhorn Landing,287925,03/17/2011 12:00:00 AM,32%,15%,36,Needed,1995,No,Gas and Electric,270,11.67,02/26/2016 12:00:00 AM,"1515 Wickersham Ln
Austin, TX 78741
(30.235447, -97.718959)"
1714 ENFIELD RD AUSTIN TX 78703,112179,08/07/2013 12:00:00 AM,47%,15%,12,Needed,1971,No,Electric,10,9.92,02/26/2016 12:00:00 AM,"1714 ENFIELD RD
Austin, TX 78703
(30.284362, -97.761482)"
Oak Ridge Apartments,131191,04/21/2011 12:00:00 AM,11%,15%,21,Needed,1978,Yes,Electric,253,8.33,02/26/2016 12:00:00 AM,"3517 N Hills Dr
Austin, TX 78731
(30.349491, -97.754819)"
Bridgehead Apartments,136498,11/11/2011 12:00:00 AM,20.6%,10%,16,Complete,1985,No,Electric,128,9.66,02/26/2016 12:00:00 AM,"6001 Shepherd Mountain Cove
Austin, TX 78730
(30.357786, -97.795705)"
Stassney Apartments,380587,01/31/2011 12:00:00 AM,19%,10%,13,Needed,1996,Yes,Electric,9,9.79,02/26/2016 12:00:00 AM,"5600 Nancy Dr
Austin, TX 78745
(30.208542, -97.784113)"
Snooty Fox Apartment,230096,05/10/2011 12:00:00 AM,42%,10%,N\A,Needed,1972,No,Electric,20,13.45,02/26/2016 12:00:00 AM,"721 Lamar Place
Austin, TX 78752
(30.331323, -97.722235)"
Beatrice Ii,214744,05/01/2011 12:00:00 AM,22%,10%,11,Needed,1966,Yes,Electric,14,7.53,02/26/2016 12:00:00 AM,"102 W 38Th St
Austin, TX 78751
(30.300807, -97.73417)"
"901, 903 SPRINGDALE",192539,11/14/2012 12:00:00 AM,,N\A,N\A,Needed,1965,No,Electric,12,8.01,02/26/2016 12:00:00 AM,"901 SPRINGDALE RD
Austin, TX 78702
(30.260678, -97.69869)"
2804 Enfield Rd,114863,12/20/2012 12:00:00 AM,,N\A,9,Needed,1941,Yes,Electric,6,11.15,02/26/2016 12:00:00 AM,"2804 Enfield Rd
Austin, TX 78703
(30.291435, -97.773812)"
Laurel Woods Apartments,171701,03/04/2011 12:00:00 AM,8.4%,10%,30,Complete,1984,Yes,Electric,150,10.83,02/26/2016 12:00:00 AM,"8312 Fathom Circle
Austin, TX 78750
(30.436422, -97.775805)"
1302 Norwalk,112975,04/08/2011 12:00:00 AM,30%,10%,18,Needed,1963,No,Gas and Electric,6,6.42,02/26/2016 12:00:00 AM,"1302 Norwalk Ln
Austin, TX 78703
(30.288154, -97.772669)"
Mayfair Terrace,213383,05/18/2012 12:00:00 AM,9%,10%,30,Complete,1967,Yes,Gas and Electric,12,7.24,02/26/2016 12:00:00 AM,"1037 E 44Th Street
Austin, TX 78751
(30.30165, -97.71668)"
Courtyard,228145,03/14/2011 12:00:00 AM,10.4%,10%,N\A,Needed,1968,Yes,Electric,20,7.11,02/26/2016 12:00:00 AM,"115 W Koening Lane
Austin, TX 78751
(30.322597, -97.720331)"
ViewPoint Apartments,206064,02/04/2011 12:00:00 AM,72%,15%,7,Needed,1970,Yes,Electric,60,13.42,02/26/2016 12:00:00 AM,"2518 Leon St
Austin, TX 78705
(30.290966, -97.749107)"
State House on Congress,282706,12/22/2010 12:00:00 AM,9%,10%,18,Complete,1997,No,Electric,288,8.17,02/26/2016 12:00:00 AM,"1201 Congress
Austin, TX 78704
(30.251893, -97.748811)"
3008 Cedar Street,210363,04/29/2011 12:00:00 AM,,N\A,N\A,Complete,1935,No,Electric,9,10.62,02/26/2016 12:00:00 AM,"3008 Cedar Street
Austin, TX 78705
(30.295353, -97.738117)"
English Aire Apartments,286255,05/19/2011 12:00:00 AM,9.5%,15%,12,Needed,1978,Yes,Electric,236,11.22,02/26/2016 12:00:00 AM,"1919 Burton Dr
Austin, TX 78741
(30.233849, -97.731703)"
The Breakers At The Lake,283710,02/09/2011 12:00:00 AM,24%,10%,11,Complete,1963,Yes,Electric,204,8.87,02/26/2016 12:00:00 AM,"1500 E Riverside Dr
Austin, TX 78741
(30.246942, -97.732683)"
404 & 502 W. 35Th,212881,12/16/2010 12:00:00 AM,32%,10%,11,Complete,1972,No,Electric,10,11.02,02/26/2016 12:00:00 AM,"404 W 35Th St
Austin, TX 78751
(30.30057, -97.737738)"
Lola,237960,02/28/2013 12:00:00 AM,52.2%,10%,N\A,Needed,1963,Yes,Gas and Electric,10,13.25,02/26/2016 12:00:00 AM,"104 W LOLA DR
Austin, TX 78753
(30.347093, -97.703967)"
Innsbrook,106861,05/23/2011 12:00:00 AM,48%,10%,N\A,Needed,1972,Yes,Gas and Electric,30,7.67,02/26/2016 12:00:00 AM,"1211 W 8Th St
Austin, TX 78703
(30.274813, -97.757008)"
51st Street Flats,218516,03/10/2011 12:00:00 AM,19%,10%,33,Needed,1985,Yes,Electric,20,12.82,02/26/2016 12:00:00 AM,"1202 E 51st St
Austin, TX 78723
(30.308507, -97.708579)"
Scott II,212997,05/19/2011 12:00:00 AM,75%,15%,N\A,Needed,1973,Yes,Electric,18,12.16,02/26/2016 12:00:00 AM,"3405 Helms ST
Austin, TX 78705
(30.298473, -97.734142)"
Shady Oaks Apartments,306032,11/30/2012 12:00:00 AM,34%,15%,12,Needed,1979,Yes,Electric,14,14.19,02/26/2016 12:00:00 AM,"3712 MANCHACA RD
Austin, TX 78704
(30.23603, -97.784369)"
Ancient Oaks Apartments,204182,05/24/2011 12:00:00 AM,63%,10%,N\A,Complete,1964,Yes,Electric,29,6.72,02/26/2016 12:00:00 AM,"2709 Manor Road
Austin, TX 78722
(30.285192, -97.713441)"
Settler'S Ridge Apartments,461081,11/13/2013 12:00:00 AM,26.7%,10%,24,Complete,2000,Yes,Electric,340,7.93,02/26/2016 12:00:00 AM,"12800 Harrisglenn Dr
Austin, TX 78753
(30.400032, -97.652722)"
Haven East,236537,05/17/2011 12:00:00 AM,58%,15%,15,Needed,1984,Yes,Electric,56,18.72,02/26/2016 12:00:00 AM,"8001 Gessner Dr
Austin, TX 78758
(30.343694, -97.702369)"
Wildflower Apartments,242990,02/14/2011 12:00:00 AM,39%,15%,14,Needed,1983,Yes,Electric,191,13.16,02/26/2016 12:00:00 AM,"8912 N Lamar
Austin, TX 78753
(30.358309, -97.699712)"
Avalon Palms Ii,248716,05/12/2011 12:00:00 AM,26%,10%,19,Complete,1973,Yes,Electric,151,11.38,02/26/2016 12:00:00 AM,"9001 Northgate Blvd
Austin, TX 78758
(30.368546, -97.717846)"
Alexandra Apartments,203750,02/01/2011 12:00:00 AM,,N\A,N\A,Needed,1968,Yes,Electric,10,10.21,02/26/2016 12:00:00 AM,"1907 San Gabriel St
Austin, TX 78705
(30.284176, -97.748216)"
Somerset,133195,08/12/2011 12:00:00 AM,29%,15%,12,Needed,1996,No,Gas and Electric,123,5.84,02/26/2016 12:00:00 AM,"6800 Austin Center Blvd
Austin, TX 78731
(30.350096, -97.750947)"
Central Park I,230001,05/10/2011 12:00:00 AM,41%,10%,N\A,Needed,1974,Yes,Gas and Electric,61,7.85,02/26/2016 12:00:00 AM,"6008 N Lamar
Austin, TX 78752
(30.328739, -97.724577)"
Newmont Apartment,253385,04/30/2011 12:00:00 AM,75%,15%,11,Needed,1972,Yes,Electric,10,11.09,02/26/2016 12:00:00 AM,"10810 Newmont
Austin, TX 78758
(30.379454, -97.692217)"
Palm Square Apartments,228223,02/18/2011 12:00:00 AM,58%,15%,N\A,Needed,1969,Yes,Electric,16,12.19,02/26/2016 12:00:00 AM,"1402 E St Johns Ave
Austin, TX 78752
(30.325787, -97.691721)"
Berkos Place,199744,05/27/2011 12:00:00 AM,24%,10%,6,Needed,1959,No,Gas and Electric,5,10.16,02/26/2016 12:00:00 AM,"507 W 16Th St
Austin, TX 78701
(30.279317, -97.744314)"
Duval Court Apartments,218354,05/01/2011 12:00:00 AM,18%,10%,11,Needed,1971,Yes,Gas and Electric,13,3.17,02/26/2016 12:00:00 AM,"4520 Duval
Austin, TX 78751
(30.307721, -97.724141)"
Wooten Park Apartments,241449,05/17/2011 12:00:00 AM,69%,10%,30,Complete,1968,No,Gas and Electric,5,8.85,02/26/2016 12:00:00 AM,"1742 Wooten Park Dr
Austin, TX 78757
(30.353601, -97.723667)"
The Springs Garden Home Apartments,504310,11/15/2011 12:00:00 AM,20%,10%,12,Complete,1984,No,Electric,60,13.38,02/26/2016 12:00:00 AM,"4716 Duval Road
Austin, TX 78727
(30.414762, -97.736356)"
2000 GLEN ALLEN,305368,02/18/2013 12:00:00 AM,19%,10%,11,Needed,1978,No,Electric,9,15.25,02/26/2016 12:00:00 AM,"2000 GLEN ALLEN ST
Austin, TX 78704
(30.240951, -97.781215)"
310 Radam Lane,312586,05/24/2011 12:00:00 AM,24%,10%,12,Needed,1942,No,Gas and Electric,8,9.01,02/26/2016 12:00:00 AM,"310 Radam Lane
Austin, TX 78704
(30.223093, -97.768428)"
Penthouse,199720,01/06/2011 12:00:00 AM,51%,10%,N\A,Needed,1969,Yes,Gas and Electric,50,8.42,02/26/2016 12:00:00 AM,"1801 Rio
Grande Austin, TX 78701
(30.281686, -97.745178)"
Waterston Apartments,110315,02/21/2011 12:00:00 AM,,N\A,17,Needed,1973,Yes,Electric,16,12.63,02/26/2016 12:00:00 AM,"1814 Waterston
Austin, TX 78703
(30.283078, -97.763658)"
Turnberry Apts - Bldg B,211830,05/01/2011 12:00:00 AM,35%,10%,11,Needed,1966,Yes,Gas and Electric,12,7.56,02/26/2016 12:00:00 AM,"910 E 40th St
Austin, TX 78751
(30.298337, -97.722179)"
Spring Oaks Apartments,109577,01/07/2011 12:00:00 AM,,N\A,7,Needed,1960,Yes,Electric,35,7.24,02/26/2016 12:00:00 AM,"700 Hearn
Austin, TX 78703
(30.280812, -97.771686)"
Galewood Gardens,248719,05/23/2011 12:00:00 AM,20%,10%,N\A,Complete,1972,Yes,Electric,95,14.26,02/26/2016 12:00:00 AM,"9010 Galewood Dr
Austin, TX 78758
(30.36599, -97.71602)"
Laurel Ridge,273228,03/02/2011 12:00:00 AM,18%,10%,24,Needed,1986,Yes,Electric,183,16.05,02/26/2016 12:00:00 AM,"13005 Heinemann
Austin, TX 78727
(30.440367, -97.74502)"
Salado Apartments,208070,04/13/2011 12:00:00 AM,64%,15%,N\A,Complete,1972,Yes,Electric,20,9.87,02/26/2016 12:00:00 AM,"2704 Salado
Austin, TX 78705
(30.292668, -97.745228)"
Mackenzie Pointe,228179,08/10/2011 12:00:00 AM,17%,10%,14,Needed,1984,Yes,Electric,241,9.1,02/26/2016 12:00:00 AM,"1044 Camino La
Costa Austin, TX 78752
(30.32528, -97.70069)"
Regency Park Apartments,532172,12/17/2012 12:00:00 AM,53%,10%,30,Complete,2002,Yes,Electric,528,7.92,02/26/2016 12:00:00 AM,"401 Little Texas Lane
Austin, TX 78745
(30.200963, -97.772347)"
Barton Creek Landing Apartments,101322,01/30/2011 12:00:00 AM,27%,15%,30,Complete,1985,Yes,Electric,250,9.81,02/26/2016 12:00:00 AM,"2800 Bartons Bluff Dr
Austin, TX 78746
(30.256414, -97.797445)"
Argosy at Crestview,232010,11/15/2010 12:00:00 AM,47%,15%,12,Needed,1984,Yes,Electric,289,13.94,02/26/2016 12:00:00 AM,"1003 Justin Lane
Austin, TX 78757
(30.337754, -97.721719)"
Wildwood Apartments,230699,04/28/2011 12:00:00 AM,10.3%,15%,30,Needed,1981,Yes,Electric,344,13.17,02/26/2016 12:00:00 AM,"7610 Cameron Road
Austin, TX 78752
(30.331292, -97.687425)"
2302 Leon Street Apartments LP,112388,05/09/2011 12:00:00 AM,,N\A,N\A,Needed,1973,Yes,Electric,15,12.06,02/26/2016 12:00:00 AM,"2302 Leon St
Austin, TX 78705
(30.287431, -97.749424)"
Giant Oaks,310980,11/28/2012 12:00:00 AM,39%,10%,N\A,Needed,1974,Yes,Gas and Electric,20,7.37,02/26/2016 12:00:00 AM,"515 KREBS LN
Austin, TX 78704
(30.22775, -97.768217)"
Georgian Apartments,236515,05/21/2011 12:00:00 AM,33%,15%,17,Complete,1983,Yes,Electric,69,15.6,02/26/2016 12:00:00 AM,"8005 Georgian Dr
Austin, TX 78753
(30.345616, -97.704213)"
Sunrise Bluffs,336629,03/11/2011 12:00:00 AM,10.4%,15%,21,Needed,1996,Yes,Electric,382,11.94,02/26/2016 12:00:00 AM,"1704 Nelms
Austin, TX 78744
(30.192768, -97.764979)"
Waters Edge Apartments,264711,05/17/2011 12:00:00 AM,23%,15%,19,Needed,1985,Yes,Electric,184,14.25,02/26/2016 12:00:00 AM,"12330 Metric Blvd
Austin, TX 78758
(30.410269, -97.696122)"
Park Place,106860,01/07/2011 12:00:00 AM,9.6%,15%,30,Complete,1962,Yes,Electric,50,8.77,02/26/2016 12:00:00 AM,"809 Winflo Drive
Austin, TX 78703
(30.275774, -97.757801)"
Longspur Crossing Apartments,249275,02/17/2012 12:00:00 AM,9.7%,10%,10,Complete,1984,Yes,Electric,251,14.7,02/26/2016 12:00:00 AM,"701 W Longspur
Austin, TX 78753
(30.366866, -97.692983)"
Hemphill Park,208383,03/29/2011 12:00:00 AM,,N\A,N\A,Needed,1969,Yes,Electric,10,10.17,02/26/2016 12:00:00 AM,"2711 Hemphill Park
Austin, TX 78705
(30.292951, -97.741091)"
Mission Reilly Ridge,336625,05/16/2011 12:00:00 AM,14%,15%,19,Complete,1986,Yes,Electric,300,12.56,02/26/2016 12:00:00 AM,"6503 Bluff Springs Rd
Austin, TX 78744
(30.190555, -97.766839)"
LAS COLINAS,228226,05/16/2011 12:00:00 AM,31%,10%,11,Needed,1970,Yes,Gas and Electric,57,10.12,02/26/2016 12:00:00 AM,"1500 REAGAN HILL DR
Austin, TX 78752
(30.32674, -97.690211)"
3903 Peterson,217488,03/29/2011 12:00:00 AM,68%,10%,N\A,Needed,1974,Yes,Electric,17,9.71,02/26/2016 12:00:00 AM,"3903 Peterson Ave
Austin, TX 78756
(30.308903, -97.746658)"
MacKenzie Pointe,228177,08/10/2011 12:00:00 AM,17%,10%,14,Needed,1984,Yes,Electric,108,9.94,02/26/2016 12:00:00 AM,"1044 Camino La
Costa Austin, TX 78752
(30.32528, -97.70069)"
The Chimneys,206603,04/21/2011 12:00:00 AM,58%,15%,N\A,Needed,1980,Yes,Electric,8,13.27,02/26/2016 12:00:00 AM,"701 W 25Th Street
Austin, TX 78705
(30.289333, -97.744639)"
Summer Grove Apartments,R066402,02/16/2011 12:00:00 AM,15%,10%,14,Complete,1984,No,Electric,124,16.43,02/26/2016 12:00:00 AM,"7905 San
Felipe Austin, TX 78729
(30.438132, -97.768639)"
Barton's Lodge Apartments,"310468, 310472",05/23/2011 12:00:00 AM,14%,10%,15,Needed,1984,No,Electric,600,11.5,02/26/2016 12:00:00 AM,"3816 S Lamar Blvd
Austin, TX 78704
(30.238024, -97.790278)"
