Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft2),Source EUI (kBtu/ft2),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,geom
3608777,4700 Wissahickon Ave.,19144,Non-Refrigerated Warehouse,676000,1929,1,884132005,15033582.5,20370149.6,Not Available,Not Available,75,52.4,101.5,7609.5,2984.9,,"4700 Wissahickon Ave.
Philadelphia, Pennsylvania
(40.01591179500008, -75.17031404099998)"
3944259,1500 Spring Garden,19130,Office,1205490,1948,1,883026600,182032281.3,203452.8,Not Available,Not Available,Not Available,156.8,491.9,9791.7,23062.8,,"1500 Spring Garden Street
Philadelphia, Pennsylvania
(39.96269987100004, -75.16319974699996)"
3330875,Penn Treaty,19125,K-12 School,144000,1928,1,781401800,2024205.5,587990,9401723.3,Not Available,48,83.4,114.4,2840.6,985.2,,"600 E THOMPSON ST
Philadelphia, Pennsylvania
(39.97282494600006, -75.12778702399999)"
3884096,Esperanza,19140,Other - Education,181098,1930,1,883003900,6163436.8,5911401,Not Available,Not Available,Not Available,66.7,141.1,623.4,1094.2,,"4231-4261 N 5th Street
Philadelphia, Pennsylvania
(40.01555449600005, -75.13505325499995)"
3330980,Rhawnhurst,19152,K-12 School,46000,1949,1,786066200,884259.7,4099762.6,Not Available,Not Available,15,108.3,153.9,952.5,329.6,,"7809 CASTOR AVE
Philadelphia, Pennsylvania
(40.058168710000075, -75.05942471599997)"
3875824,23-Hess Building,19104,College/University,54223,1900,1,774522040,2064437.4,937479.8,Not Available,Not Available,Not Available,55.4,137.7,398.5,311.2,,"3400 Lancaster Ave
Philadelphia, Pennsylvania
(39.95743515300006, -75.19154393699995)"
3767538,ST. ANSELM PARISH AND SCHOOL,19154,K-12 School,80488,1963,4,778144000,908687.9,2608364.3,Not Available,Not Available,Not Available,43.7,69.5,539.4,253.5,,"12670 DUNKS FERRY RD
Philadelphia, Pennsylvania
(40.10200455700004, -74.97206293699998)"
3640515,American Supply Co,19133,Non-Refrigerated Warehouse,130000,1930,1,884343790,196053.9,Not Available,Not Available,Not Available,100,1.5,4.7,32.7,24.8,,"2411 N. American Street
Philadelphia, Pennsylvania
(39.91793262700003, -75.15179597499997)"
3696624,"9250 Ashton Road, Inc.",19114,Non-Refrigerated Warehouse,289713,1966,1,884226510,2803616.2,7661749.9,Not Available,Not Available,88,36.1,58.2,98.4,761.6,,"9250 Ashton Rd.
Philadelphia, Pennsylvania
(40.06603195200006, -75.01911302899998)"
3789312,Exhibit Hall & Train Shed Bldg,19107,Convention Center,1100000,1993,1,781005800,77849113.2,55347931.3,Not Available,Not Available,Not Available,121.1,275.1,18723,12796,,"1101 Arch Street
Philadelphia, Pennsylvania
(39.95384809900003, -75.15828677899998)"
3790320,Procacci Brothers Sales Corp.,19148,Refrigerated Warehouse,315000,1958,1,884149000,22810820.2,7478846.4,Not Available,Not Available,48,96.2,252.3,4598,3285.6,,"3333 S. Front Street
Philadelphia, Pennsylvania
(39.905803709000054, -75.15148601199996)"
1837036,RD - PLPH Warwick,19103,Hotel,426999,1926,1,883703900,23856680.1,3574925.3,Not Available,21690203.8,Not Available,115,245.3,29060.7,5131.3,,"1701 Locust Street
Philadelphia, Pennsylvania
(39.94885756700006, -75.16965749599996)"
3762393,Einstein Medical Center Philadelphia,19141,Hospital (General Medical & Surgical),2207000,1950,20,776009000,125064403.4,165136987.1,Not Available,Not Available,90,165.8,323.5,75709.5,24602,,"5501 Old York Rd
Philadelphia, Pennsylvania
(40.03685344000007, -75.14460351399998)"
3819941,Citizens Bank Park,19148,Stadium (Open),1250000,2004,1,788020010,77902272.2,72132109.6,Not Available,Not Available,Not Available,120,256.3,41729.9,13693.5,,"1 Citizens Bank Way
Philadelphia, Pennsylvania
(39.90501866000005, -75.16840457499995)"
3751826,St. Edmond Church,19145,Worship Facility,85086,1936,1,773235000,171790.1,54802.3,1372147.8,Not Available,95,18.8,23.3,452.9,126.5,,"2130 So. 21st St.
Philadelphia, Pennsylvania
(39.98691858700005, -75.16784495599995)"
3656490,Methodist Hospital,19148,Hospital (General Medical & Surgical),312144,1888,1,771010000,39559376.3,53382995.5,Not Available,Not Available,15,297.8,577.5,3062.5,7842.8,,"2301 South Broad Street
Philadelphia, Pennsylvania
(39.98798329600004, -75.15579669799996)"
3877095,RAMADA,19116,Hotel,64796,1964,1,883763500,2629290.6,4195956.6,Not Available,Not Available,1,105.3,195.4,10457.8,555.7,,"11550-11580 ROOSEVELT BLVD
Philadelphia, Pennsylvania
(40.105361490000064, -75.00123098899996)"
3330987,Kensington HS Health,19125,K-12 School,56394,2001,1,786121075,1324791.9,1247622,Not Available,Not Available,64,45.6,97,223.9,234,,"2445 EMERALD ST
Philadelphia, Pennsylvania
(39.98501072700003, -75.12888193399993)"
3892949,Ciliveden Nursing,19119,Senior Care Community,58899,1984,1,881436651,4535964,4160423.4,Not Available,Not Available,26,147.6,316,619878.7,795.2,,"6400 Greene Street
Philadelphia, Pennsylvania
(40.04095573700005, -75.18745102199995)"
3512076,20570,19103,Office,160661,1905,1,772614000,38774104.5,Not Available,Not Available,6042093.9,1,278.9,803.1,5634,5445.2,,"1631 ARCH ST
Philadelphia, Pennsylvania
(39.95496811700008, -75.16761795699995)"
3959060,Rittenhouse Parking Garage,19103,Parking,80105,1989,1,883427700,638726.4,Not Available,Not Available,Not Available,Not Available,8,25,835.8,80.9,,"2000-04 Walnut Street
Philadelphia, Pennsylvania
(39.95052928600006, -75.17390820399999)"
4096196,Tin K. Luu,19120,Non-Refrigerated Warehouse,52782,1960,1,884116452,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"5697 Rising Sun Ave.
Philadelphia, Pennsylvania
(40.04050327400006, -75.10790421399997)"
3583475,Greenfield,19103,K-12 School,96000,1968,1,782092400,2064454.8,1043.8,Not Available,2454671.3,78,47.1,98.3,562.5,478.9,,"2200 CHESTNUT ST
Philadelphia, Pennsylvania
(39.95254371600004, -75.17753334199995)"
3790242,Waste Management of PA - PTS,19146-2703,Manufacturing/Industrial Plant,80785,1984,4,884123105,2927374.2,Not Available,Not Available,Not Available,Not Available,36.2,113.8,570.4,370.7,,"3605 Grays Ferry Ave
Philadelphia, Pennsylvania
(39.940547310000056, -75.20202393999995)"
3690843,"Betty, Inc",19148,Non-Refrigerated Warehouse,400000,1948,1,884004000,1093449.4,628281.3,Not Available,Not Available,100,4.3,5.5,232,171.7,,"1801 S Swanson Street
Philadelphia, Pennsylvania
(39.92482003300006, -75.14528386699999)"
3064021,Wells Fargo Center,19148,Other,825000,1996,1,788020600,98016831.1,Not Available,Not Available,Not Available,Not Available,118.8,373.1,18616.8,12412.6,,"3601 South Broad Street
Philadelphia, Pennsylvania
(40.00776336600006, -75.15147564099993)"
4055800,Food Basics Store 3510,19136,Supermarket/Grocery Store,38608,1999,1,882099700,6596897.3,2733099.8,Not Available,Not Available,61,241.7,610.9,20.2,980.5,,"8960 (8920) Frankford Ave
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3635927,omni hotel,19106,Hotel,112380,1989,1,883711500,8651852.8,2573056.1,Not Available,Not Available,27,99.9,265.8,9694.7,1232.2,,"401 chestnut street
Philadelphia, Pennsylvania
(39.948870441000054, -75.14769930399996)"
3679656,1880 JFK,19103,Office,248000,1983,1,883056300,14310996,Not Available,Not Available,Not Available,82,57.7,181.2,4326.1,1812.3,,"1880 John F. Kennedy Boulevard
Philadelphia, Pennsylvania
(39.954303251000056, -75.17093422399995)"
3607693,"1079_1323_135 South 18th Street, Philadelphia",19103,Multifamily Housing,99722,1912,1,883707000,4212127.6,2615701.8,Not Available,Not Available,Not Available,68.5,160.2,2754,672.2,,"135 South 18th Street
Philadelphia, Pennsylvania
(39.95047862400003, -75.17055803299996)"
3161456,Sonesta - Philadelphia,19103,Hotel,414000,1980,0,883700600,14378246.5,49103318.1,Not Available,Not Available,8,223.5,340.5,27754.8,4426.8,,"1800 Market Street
Philadelphia, Pennsylvania
(39.95321319200008, -75.17038343299998)"
3885158,DUMed-219 North Broad St,19102,College/University,88962,1955,1,771004500,5550078.6,3641244.3,Not Available,Not Available,Not Available,103.3,238.9,1487.8,896,,"219 North Broad Street
Philadelphia, Pennsylvania
(39.948703161000026, -75.16434547699998)"
1819058,MATSSC,19123,Office,574075,1975,1,781398200,27822816.2,17851816.4,Not Available,Not Available,79,79.6,184.8,6829.7,4470.8,,"300 Spring Garden Street
Philadelphia, Pennsylvania
(39.96084857000005, -75.14351980699996)"
3696901,Griffith Hall,19104,College/University,113332,1928,1,773500500,9737697.9,663224.5,Not Available,Not Available,Not Available,91.8,275.9,1097.4,1268.4,,"4247 Woodland Ave
Philadelphia, Pennsylvania
(39.94624943500003, -75.20770301599998)"
3628711,Philadelphia Opportunities Industrialization Center,19121,Office,100000,1920,1,771637000,3444707.4,1288712.4,Not Available,Not Available,81,52.6,135.2,1231.5,504.6,,"1239 N. Broad St.
Philadelphia, Pennsylvania
(39.97255731000007, -75.15913356699997)"
3885150,DUMed-1427 Vine Street Building,19102,College/University,77304,1940,1,772028000,4277795,2389022.1,Not Available,Not Available,Not Available,86.2,206.2,1462.9,668.5,,"1427 Vine Street
Philadelphia, Pennsylvania
(39.958257882000055, -75.16349739699996)"
3979549,Churchville,19124,Manufacturing/Industrial Plant,73918,1919,1,884344940,634230.7,1518485.9,Not Available,Not Available,Not Available,29.1,48.5,892.1,160.9,,"1299 Unity Street
Philadelphia, Pennsylvania
(40.01562538400003, -75.09283486699997)"
3761764,Robert Elgart & Son Inc.,19140,Non-Refrigerated Warehouse,124606,1925,1,884188500,1095396.7,1860863,Not Available,Not Available,93,23.7,43.3,344.4,237.5,,"1011 West Butler Street
Philadelphia, Pennsylvania
(40.01000453700004, -75.14418404999998)"
3880216,Packaging and Distribution Center,19114,Distribution Center,104797,1970,2,884289001,6090420,110860.5,Not Available,Not Available,Not Available,59.2,183.6,557.3,777.2,,"3031 Red Lion Road
Philadelphia, Pennsylvania
(40.08154397000004, -74.99893196499994)"
4136009,ABW Supply,19143,Distribution Center,115000,1910,1,884890600,861364.2,594197.6,Not Available,Not Available,94,12.7,28.9,191.6,146.9,,"5601 Paschall Avw
Philadelphia, Pennsylvania
(39.93356615300007, -75.22038056099996)"
3891004,Delaware Valley Veterans Home,19154,Senior Care Community,124236,1975,1,881449800,8634420.8,9445348.1,Not Available,Not Available,2,145.5,298.1,4124.4,1594.7,,"2701 Southampton Road
Philadelphia, Pennsylvania
(40.11397418000007, -74.98754317999999)"
3580128,1100-1142 Market St.,19107,Other,195899,1916,1,882508200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,"Our Property is not the typical House of Worship. We reside on 38 acres and 14 buildings. In fact, our church building occupies less than 20 percent of the GFA. Our estimate of kBtu/sf is 100 to 133.","1100-1142 Market St.
Philadelphia, Pennsylvania
(39.951728735000074, -75.15839092199997)"
3325211,3401 Market St.,19104,Office,90817,1930,1,883072000,6936572.1,407187.5,Not Available,2421782.7,Not Available,107.5,276.6,1284,1114.4,,"3401 Market St.
Philadelphia, Pennsylvania
(39.955902914000035, -75.19156713999996)"
3620094,2828 Charter Rd.,19154,Other,276000,1957,1,884290500,5918219.8,10209291.8,Not Available,Not Available,Not Available,58.4,106.2,565,1291.3,,"2828 Charter Rd.
Philadelphia, Pennsylvania
(40.09627819800005, -75.00529025599997)"
3829105,cathedral ss. peter and paul,19103,Worship Facility,50000,1865,1,772274000,16149.3,1374716.3,Not Available,Not Available,95,27.8,29.9,Not Available,75,,"222 n.th st.
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3790606,Computer Components Corp,19154,Manufacturing/Industrial Plant,73515,1980,1,884291500,4687364.7,7707921.6,Not Available,Not Available,Not Available,168.6,310.3,1388.7,1002.7,,"2751 Southampton Road
Philadelphia, Pennsylvania
(40.10978294100005, -74.98679498099995)"
3281343,Curran Fromhold Correctional Facility,22031,Prison/Incarceration,436250,1995,1,786504751,54866461.3,64769138.6,Not Available,Not Available,Not Available,274.2,550.8,106201.7,11035.4,,"7901 State Road
Philadelphia, Pennsylvania
(40.03056726800003, -75.02298658599994)"
3989162,7400 Holstein Ave.,19153,Other,52800,2003,1,884167024,3208090,1201697.4,Not Available,Not Available,Not Available,83.5,214.7,242.9,470.1,,"7400 Holstein Ave.
Philadelphia, Pennsylvania
(39.902100275000066, -75.22868774099999)"
3751922,St. Francis Xavier Church,19130,Worship Facility,57540,1906,3,772147500,394912,1848392.6,Not Available,Not Available,Not Available,39,55.3,321.3,148.1,,"2319-2331 Green Street
Philadelphia, Pennsylvania
(39.96575627800007, -75.17667332099995)"
1637817,One Penn Center,19103,Office,670000,1929,1,883339500,39250965.6,5485595,Not Available,Not Available,81,66.8,192.5,Not Available,5261.7,,"1617 John F. Kennedy Blvd
Philadelphia, Pennsylvania
(39.95387653100005, -75.16692280299998)"
3788675,List Associates,19131,Office,127785,1956,0,774016000,7686519.5,3426820.3,Not Available,Not Available,65,87,217,4522.8,1155.3,,"3905 Ford Rd
Philadelphia, Pennsylvania
(39.99906709500004, -75.20710204599999)"
3788324,Aria Health - Torresdale,19114,Hospital (General Medical & Surgical),786290,1977,1,778017000,59754014.8,51040196.1,Not Available,Not Available,35,248.6,541.2,47838.4,10275.9,,"10800 Knights Road
Philadelphia, Pennsylvania
(40.069675467000025, -74.98158551499995)"
3638043,The Philadelphia Design Building,19103,Office,99556,1910,1,883036500,16037379.2,488184.9,Not Available,Not Available,2,167.6,515.9,231.2,2056.8,,"2300 Chestnut Street
Philadelphia, Pennsylvania
(39.95268314200007, -75.17868331899996)"
3776486,RICHMOND WATERFRONT INDUSTRIAL PARK,19137,Other,256000,1963,0,884209570,4716370.1,3112103.9,Not Available,Not Available,Not Available,30.6,70.6,655.1,762.5,,"2950 KIRKBRIDE STREET
Philadelphia, Pennsylvania
(39.99971782100005, -75.06481624199995)"
3963378,PRESSER,19122,College/University,54792,2000,1,777570600,922632.1,Not Available,Not Available,8033231.8,Not Available,222.5,288.3,1167.8,998.7,,"2001 N. 13TH
Philadelphia, Pennsylvania
(39.98298331900003, -75.15466755199998)"
3966799,11620 Caroline Rd.,19154,Non-Refrigerated Warehouse,70814,1970,1,884270000,223990.6,713917.8,Not Available,Not Available,Not Available,13.2,20.5,118.1,66.3,,"11620 Caroline Rd.
Philadelphia, Pennsylvania
(40.09791443800003, -75.00367706199995)"
3643201,Jefferson Alumni Hall,19107-6799,Laboratory,455711,1968,1,771016500,80073191.3,323408.8,Not Available,63687960.8,Not Available,316.2,720.6,29479.2,15796.3,,"1020 Locust Street
Philadelphia, Pennsylvania
(39.94736086100005, -75.15798821299995)"
3641702,Foerderer Pavilion,19107-4998,Hospital (General Medical & Surgical),233930,1954,1,771013000,17966206.7,40194.8,Not Available,31338918,46,323.2,514.7,14091.8,6435.8,,"117 South 11th Street
Philadelphia, Pennsylvania
(39.95441387000005, -75.15767606899993)"
3683056,3010 Market Street,19104,Other,80000,1895,1,883074000,3400781.3,1021486.5,Not Available,2185431.3,Not Available,110.1,239.7,1816.9,678.4,,"3000-18 Market Street
Philadelphia, Pennsylvania
(39.954836288000024, -75.18360089799995)"
3330851,Strawberry Mansion & Hill,19132,K-12 School,320920,1964,1,784374200,4856541.9,685921.3,20704195.2,Not Available,79,81.8,114.9,5337,2187.8,,"3133 RIDGE AVE
Philadelphia, Pennsylvania
(39.989932957000065, -75.18429954099997)"
3795706,F P Woll & Company,19116,Manufacturing/Industrial Plant,52172,1978,1,884237500,483139.2,722194.5,Not Available,Not Available,Not Available,23.1,43.6,69.1,99.5,,"10060 Sandmeyer Lane
Philadelphia, Pennsylvania
(40.11030262000003, -75.03425285999998)"
4020021,12 SOUTH 23RD STREET,19103,Parking,138576,1981,1,883426600,5843097.8,Not Available,Not Available,Not Available,Not Available,93.6,294,662.7,740,,"12 S. 23RD STREET
Philadelphia, Pennsylvania
(39.95379576000005, -75.17793124399998)"
3117180,Penn Medicine At Rittenhouse,19146,Hospital (General Medical & Surgical),272165,1980,1,772032010,27948794.1,734384.5,Not Available,12245097.8,61,150.4,379.4,8523.2,4662.5,,"1800 Lombard St
Philadelphia, Pennsylvania
(39.94553323400004, -75.17236305299997)"
3694569,Berridge Shop,19140,Other - Public Services,475000,1955,2,884353345,26863187.8,28890396.1,0,Not Available,Not Available,117.4,241.4,3721.6,4935.2,,"200 West Wyoming Avenue
Philadelphia, Pennsylvania
(40.02202155600003, -75.12842845599994)"
3960530,Germantown Life Enrichment Center,19144,Multifamily Housing,190000,1925,1,886810666,2065514.3,4511872.8,Not Available,Not Available,Not Available,34.6,59.1,2770.1,501.1,,"5722 Greene Street
Philadelphia, Pennsylvania
(40.03444560300005, -75.17716691599998)"
3642385,The Racquet Club of Philadelphia,19102,Other,81960,1907,1,882887800,5444521.6,745867.1,Not Available,7325444.2,Not Available,164.9,325.7,6541.6,1377.7,,"215 South 16th STreet
Philadelphia, Pennsylvania
(39.94910888100003, -75.16762229899996)"
3989904,Fox Chase,19111,Self-Storage Facility,71945,2005,1,884222525,446874.4,437348.2,Not Available,Not Available,Not Available,12.3,25.9,359.1,79.8,,"1333 Rhawn St.
Philadelphia, Pennsylvania
(40.068215526000074, -75.06641534999994)"
29230,13041 1818 Market St,19103,Office,1375871,1973,1,883033001,37461030.4,Not Available,Not Available,20504946.8,95,48.9,120.1,17921.9,6559.4,,"1818 Market st Suite 1120
Philadelphia, Pennsylvania
(39.95321017600003, -75.17035053899997)"
3637376,United Cerebral Palsy Association,19118,Other,180000,1945,0,775527010,2978715.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,934.9,Not Available,,"102 E. Mermaid Lane
Philadelphia, Pennsylvania
(40.07022856300006, -75.19463896599996)"
3962326,castor,19124,Retail Store,60000,1945,1,882120009,927040.4,845016,Not Available,Not Available,Not Available,29.5,63.3,43.4,162.2,,"1509 e erie ave
Philadelphia, Pennsylvania
(40.00954825000008, -75.15319714999998)"
3642359,American Box & Recycling Co.,19140,Distribution Center,211489,1913,2,884822730,856499.7,554422.2,Not Available,Not Available,Not Available,6.7,15.5,176.7,137.9,,"3900 North 10th Street
Philadelphia, Pennsylvania
(40.011533298000074, -75.14365292399998)"
3760930,St. Christophers Hospital for Children,19134,Hospital (General Medical & Surgical),1043572,1989,1,777010000,60600634.4,42246455,322016.3,Not Available,94,132.5,301.9,22091.7,9940.3,,"Erie Avenue at Front St.
Philadelphia, Pennsylvania
(40.00769366900005, -75.12727935199996)"
3569510,700 PACKER AVENUE,19148,Other,120000,1964,1,884142500,6274142.6,325423.7,Not Available,Not Available,Not Available,55,167,865.5,811.8,,"700 PACKER AVENUE
Philadelphia, Pennsylvania
(39.90972377200006, -75.16225869399995)"
3831243,The Widener Building,19107,Office,550707,1914,1,883312000,29216270.2,11315448.1,Not Available,Not Available,57,83.8,214.2,6764.9,4300.4,,"1327-39 Chestnut St
Philadelphia, Pennsylvania
(39.95077229100008, -75.16292735999997)"
