Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ftÂ²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ftÂ²),Source EUI (kBtu/ftÂ²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,Location 1
4138565,The Landreth,19146,Multifamily Housing,66619,1930,1,886650200,587564.8,"2,454,356.80",Not Available,Not Available,94,45.7,66.4,1995.7,209,,"1201 S 23rd St
(38.303366, -88.918058)"
3780992,Watermark at Logan Square,19103,Multifamily Housing,508400,1984,1,881435700,25896523.8,"5,889,733.60",Not Available,Not Available,7,69.9,192.3,20945,3779.5,,"2 Franklin Town Blvd
(39.959952, -75.167786)"
3569547,900-58 N. 9TH STREET,19123,Non-Refrigerated Warehouse,360000,1929,1,884072000,28026.8,Not Available,Not Available,Not Available,100,0.1,0.2,Not Available,3.8,,"900-58 N. 9TH STREET
"
3696620,"4250 Wissahickon Avenue, Inc.",19129,Non-Refrigerated Warehouse,77456,1938,1,884131060,1218726.1,"939,987.00",Not Available,Not Available,48,27.9,62.1,149.4,213.1,,"4250 Wissahickon Ave.
(40.013016, -75.169163)"
3663490,0542-Philadelphia - Wayne Ave.,19144,Non-Refrigerated Warehouse,108210,2009,1,884071500,1257571.1,"175,200.00",Not Available,Not Available,40,13.2,38.2,30,177.7,,"4433 Wayne Ave.
(40.021104, -75.159839)"
3782942,2501 Grant Ave,19114,Non-Refrigerated Warehouse,121200,1960,1,884286000,536456.8,"584,241.90",Not Available,Not Available,99,9.2,19,85,102.8,,"2501 Grant Ave
(37.941481, -122.344316)"
3800032,23103-Philadelphia / Byberry Road,19116,Non-Refrigerated Warehouse,90551,2000,1,884236410,263191.4,Not Available,Not Available,Not Available,100,4,10.2,160,41.5,,"1251 Byberry Road
(40.113541, -74.917239)"
3774263,State 6225 LP,19135,Non-Refrigerated Warehouse,72000,1929,2,884178501,820184.4,Not Available,Not Available,Not Available,Not Available,11.4,35.8,142.7,109.8,,"6201 Tacony St
(40.015952, -75.051527)"
3782718,Pier 80 South,19148,Non-Refrigerated Warehouse,581000,1930,2,884463835,2845270.2,Not Available,Not Available,Not Available,Not Available,4.9,15.4,-,380.9,,"2101 S. Columbus Blvd
(39.920681, -75.140944)"
3800037,24417-Philadelphia / Tacony Street,19135,Non-Refrigerated Warehouse,50050,2000,1,884178700,153724.2,Not Available,Not Available,Not Available,100,3.1,9.6,30,20.6,,"6301 Tacony Street
(46.745729, -92.178008)"
3892828,215-251 West Erie Ave.,19140,Non-Refrigerated Warehouse,95928,1950,1,884040500,757992.2,"49,618.70",Not Available,Not Available,74,8.4,25.4,17.2,104.1,,"215-251 West Erie Ave.
"
3958048,2800 Comly Rd.,19154,Non-Refrigerated Warehouse,92000,1981,1,884290000,897701,"7,255,378.00",Not Available,Not Available,38,88.6,113.4,257.1,505.5,,"2800-48 Comly Rd
"
3958052,COFCO - 2400,19133,Non-Refrigerated Warehouse,59850,1920,1,884604601,Not Available,"573,897.80",Not Available,Not Available,78,11.2,15.2,40.4,43.6,,"2400-10 NORTH AMERICAN STREET
"
3958558,Warehouse,19131,Non-Refrigerated Warehouse,56976,1950,1,884219050,236107.7,"59,651.40",Not Available,Not Available,83,5.2,14.1,43.8,34.8,,"884219050
"
3963466,Mar Vick Bren INC,19135,Non-Refrigerated Warehouse,125000,1950,1,884180500,578301.9,"82,437.40",Not Available,Not Available,Not Available,5.3,15.2,40.7,81.8,,"5101-49 unruh ave.
"
3963906,SOMERSET WAREHOUSE,19134,Non-Refrigerated Warehouse,65000,1945,1,884340880,195033.3,"318,060.00",Not Available,Not Available,99,7.9,14.6,9,43,,"2801-31 A ST
"
3891496,Pier 74 Annex,19148,Non-Refrigerated Warehouse,115000,2007,1,771528000,821352.3,Not Available,Not Available,Not Available,70,7.1,22.4,Not Available,110,,"1901 S. Columbus Blvd
(39.923416, -75.142916)"
4051453,"R.B. Hoffman, Inc.",19140,Non-Refrigerated Warehouse,125000,1925,4,884042000,62184.8,Not Available,Not Available,Not Available,Not Available,0.5,1.6,Not Available,8.3,,"300-322 W. Hunting Park Avenue
"
1406842,57164- Residence Inn Philadelphia - Center City,19107,Not Available,Not Available,1990,1,883704600,13143433.4,"612,400.00",Not Available,"10,671,052.80",28,100.5,225.3,10499,2500.5,,"One East Penn Square
"
4096196,Tin K. Luu,19120,Non-Refrigerated Warehouse,52782,1960,1,884116452,149706.6,Not Available,Not Available,Not Available,100,2.8,8.9,Not Available,20,,"5697 Rising Sun Ave.
(40.040655, -75.107747)"
3954640,Parkwood Shopping Center,19154,Not Available,Not Available,1964,5,882078060,5685013,"11,389,216.40",Not Available,Not Available,Not Available,233.2,407.2,2939.1,1366,,"12301-75 Academy Road
"
3980656,the emmanuel church,19139,Not Available,Not Available,1930,1,774024000,582896.2,"1,389,127.30",Not Available,Not Available,Not Available,Not Available,Not Available,56.1,151.8,,"4723-41 spruce st.
"
1238832,Three Parkway,19102,Office,610065,1970,1,883060510,28952921.8,96,Not Available,"11,465,119.80",83,66.3,171.6,7401,4637.1,,"1601-45 Cherry Street
"
1476210,1515 Market Street,19102,Office,564078,1958,1,883337500,29887901.9,Not Available,Not Available,"11,836,326.20",72,74,191.6,7657.2,4786.9,,"Suite 1040
"
16288,One Commerce Square,19103,Office,1117466,1987,1,883054371,77118467.6,Not Available,Not Available,Not Available,77,75.5,236.9,16630.9,10323.5,,"2005 Market Street
(38.753638, -83.885228)"
26081,12589 Ten Penn Center,19103,Office,718644,1981,1,883054000,28318040.7,Not Available,Not Available,"11,405,010.90",98,57.3,148.2,9384,4548.1,,"1801 Market Street
(32.670082, -85.367086)"
1439909,Arch 1650 Partners LP,19103,Office,663328,1974,1,883058000,29357799.9,Not Available,Not Available,"23,502,600.60",75,79.7,181.6,5946.2,5490.5,,"1650 Arch Street
(40.147322, -75.294171)"
1218039,Three Logan Square,19103,Office,1377698,1990,1,883059004,74778381.5,Not Available,Not Available,"26,105,469.70",79,82.8,218.5,16643.7,11743.6,,"1717 Arch Street
(27.954209, -82.4774)"
1496733,L01973 - One Crescent Drive,19112,Office,79034,2005,1,788012000,4196637.2,"16,992.30",Not Available,Not Available,86,53.3,167,1160.2,562.7,,"One Crescent Drive
"
1516994,Curtis Center,19106,Office,1141839,1910,1,883002510,43144671.8,"22,613,357.00",Not Available,Not Available,88,57.6,139.4,18975.8,6976.7,,"170 S Independence W ML
"
1650661,Four Penn Center,19103,Office,543134,1964,1,883056000,27253786.7,Not Available,Not Available,"18,185,649.70",78,83.7,197.8,4401.8,9415.2,,"1600 JFK Blvd
"
1767519,L61864 - 1701 JFK Blvd,19103,Office,1538959,2008,1,883056605,122908531.2,"2,364,494.30",Not Available,"26,438,556.70",77,98.6,273.1,36377.9,18334.3,,"1701 JFK Blvd
"
1960820,L02152 - Three Crescent Drive,19112,Office,95800,2008,1,788013000,9690465.6,"13,134.00",Not Available,Not Available,29,101.3,317.8,2963.2,1297.9,,"Three Crescent Drive
"
2365631,One Parkway Building,19102,Office,502000,1962,1,772059100,37296981.4,"18,745,117.30",Not Available,Not Available,63,111.6,272.5,10778.6,5988.4,,"1515-29 Arch St
"
1485500,153-ONE LOGAN SQUARE,19103,Office,1128787,1983,1,883061505,55365022.7,"26,960,883.80",Not Available,Not Available,88,74,181.8,12726.6,8843.5,,"130 NORTH 18TH STREET
(39.95629, -75.16935)"
2902083,Constitution Place,19106,Office,232097,1955,1,883302500,10438543.1,"7,323,666.10",Not Available,Not Available,75,76.5,174.4,7512.4,1786.4,,"325 Chestnut St.
(39.727, -121.843118)"
3479994,3711 Market St.,19104,Office,155715,2008,1,Many,34977538,"5,019,898.60",Not Available,Not Available,1,256.9,739.2,6598.2,4948.9,,"3711 Market St
(37.7545, -122.441805)"
3279877,One Washington Square,19106,Office,1108655,1930,1,883006500,46658076.4,"31,428,605.10",Not Available,Not Available,83,70.4,161.9,13979.6,7915.2,,"510 Walnut Street
(36.134481, -82.416374)"
3326513,3624 Market St,19124,Office,225688,1975,1,Many,20229284,"269,055.70",Not Available,Not Available,41,90.8,282.7,1526.7,2722.3,,"3624 Market St.
(38.591417, -90.132412)"
3339848,Police Administration Building,19106,Office,126000,1956,1,781379300,17025480.8,-,Not Available,"7,093,388.50",5,191.4,492,4997.3,2750.1,,"750 Race Street
(39.902504, -80.177477)"
3569714,1163-65 S. BROAD STREET,19147,Office,52258,2012,1,883359300,2750358.9,"94,435.00",Not Available,Not Available,71,54.4,167.2,115.7,373.2,,"1163-65 S. BROAD STREET
"
3529858,230 S. Broad,19102,Office,213276,1908,1,883048000,14496782.8,"5,804,381.40",Not Available,Not Available,54,95.2,242,4902.8,2248.9,,"230 S. Broad St.
(41.515817, -72.804677)"
3575688,123 S. Broad,19109,Office,1094000,1928,2,883025600,50317992.3,"51,846,006.00",Not Available,Not Available,Not Available,93.4,194.2,23546.2,9489.6,,"123 S. Broad St.
(34.201764, -83.032511)"
3512108,GLC 17110/6468 N BROAD ST/PHILADELPHIA/PA,19126,Office,57899,1905,1,776614005,4140752,Not Available,"23,680.80",Not Available,33,71.9,225,1215,556.1,,"6468 N BROAD ST
(40.051608, -75.141929)"
3578915,21 S. 12th St.,19107,Office,105890,1896,1,883017910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2703.9,-,,"21 S. 12th St.
(39.828489, -84.886195)"
3512081,GLC 13090/3810 CHESTNUT ST/PHILADELPHIA/PA,19104,Office,75176,1905,1,773620005,9348160.1,Not Available,Not Available,Not Available,3,140.3,406.5,139,1340.1,,"3810 CHESTNUT ST
(40.237688, -76.948016)"
3596562,1429-1433 Walnut St.,19102,Office,76989,1916,1,888008704,3768206,"4,291.90",Not Available,"1,047,231.40",60,62.1,168.6,610.3,574.2,,"1429-1433 Walnut St.
"
3596612,1500-1506 Walnut St.,19102,Office,329425,1930,1,883040500,17897414,"2,612,611.60",Not Available,"9,905,422.90",56,110.4,257.3,6756.5,3192.3,,"1500-1506 Walnut St.
"
3619714,Girard Square (South),19107,Office,269726,1896,2,882495700,13359187.8,Not Available,Not Available,"15,332,234.60",Not Available,90.9,191.4,4383.1,2806.4,,"1101-1153 Chestnut St. and 21 S. 12th St.
"
3619725,Girard Square (North),19107,Office,407605,1916,2,883017900,12475483.3,Not Available,Not Available,"5,153,144.00",Not Available,25.7,66.1,3911.5,2012.2,,"1100-1142 Market St. and 34 S. 11th St.
"
3638910,Star Technical Academy,19114,Office,51300,1950,1,883381115,2492749.9,Not Available,Not Available,Not Available,95,48.6,152.6,1006.5,333.7,,"2361-73 Welsh Rd.
"
3584130,417 N.8th Street,19123,Office,106124,1925,1,883523050,3234290.1,"4,384,978.50",Not Available,Not Available,86,71.8,139.1,3380.7,665.9,,"417 N. 8th Street
(34.644493, -120.438906)"
3597476,215 S. Broad,19107,Office,50456,1930,1,883026005,3409874.7,"64,179.80",Not Available,"746,642.00",49,83.7,231.3,1446.4,509.4,,"215 S. Broad St.
(34.265935, -86.209805)"
3679860,8 Penn,19103,Office,235000,1981,1,883056500,12373860.3,Not Available,Not Available,"6,986,051.70",78,82.4,201.1,12181.9,2120.3,,"1628 JFK Blvd
"
3682419,4100 Chester / 4101 Woodland Avenue,19104,Office,55000,1920,1,883080550,2898152.8,"1,064,783.40",Not Available,Not Available,Not Available,72.1,185.8,454.9,444.5,,"4116-18 Chester Avenue
"
3685108,Riverview Place,19123,Office,188046,1929,1,883522900,8298304.7,"1,544,180.50",Not Available,Not Available,89,52.3,147.2,4747,1192.9,,"520 N. Christopher Columbus Boulevard
"
3696768,Penn Treaty Park Place,19125,Office,178680,1911,1,883365200,7416517.7,"1,400,146.50",Not Available,Not Available,88,60.9,171.1,1166.6,1067.2,,"1334-76 Beach st
"
3643346,901 Walnut Street Building,19107,Office,85000,2010,1,771017500,3653474.1,Not Available,Not Available,"7,113,852.00",40,194.3,303.2,713.6,1264.2,,"901 Walnut Street
(33.163799, -86.264094)"
3727349,Sewer Maintenance Headquarters,19129,Office,65000,1959,3,884461920,2867990.7,"4,816,247.10",Not Available,Not Available,Not Available,118.2,216.3,1785.6,639.7,,"Fox St and Abbottsford Ave
"
3759390,1207 Chestnut,19107,Office,51676,1925,1,883311000,2609497.6,"323,220.30",Not Available,"619,644.20",47,68.7,179.6,1036.6,407.6,,"1207-09 Chestnut Street
"
3776439,Academic Properties,19104,Office,625368,1956,2,774524700,29736811.7,Not Available,Not Available,"8,398,796.10",Not Available,65.9,178.9,5599,4538.4,,"3025-53 Market Street
"
3782888,LT02214 - 150 Rouse Blvd,19112,Office,58386,2012,1,788042700,3425460.3,"11,154.50",Not Available,Not Available,69,58.9,184.4,532.5,459.1,,"150 Rouse Blvd
"
3823104,907 Market,19107,Office,383012,1977,1,882506600,26112401.1,Not Available,Not Available,Not Available,Not Available,68.2,214.1,3359.6,3495.6,,"907-937 Market Street
"
3831243,The Widener Building,19107,Office,550707,1914,1,883312000,29231504.8,"11,504,470.10",Not Available,Not Available,57,84.2,214.7,6489.7,4524.2,,"1327-39 Chestnut St
"
3876346,Left Bank,19104,Office,98707,1923,1,774515050,7679129.1,Not Available,Not Available,Not Available,46,77.8,244.3,16167.6,1028,,"3118-98 Chestnut Street
"
3788588,crown cork and seal usa inc.,19154,Office,242300,1997,1,883095000,22396436.2,"1,267,408.60",Not Available,Not Available,22,101.2,306.3,5364.3,3065.4,,"12345 roosevelt blvd
(27.884011, -82.6657)"
3884289,Young Smyth Field Condominium Association,19107,Office,125000,1902,1,Many,4784115.3,Not Available,Not Available,"2,159,159.40",83,55.5,141,1217.7,783.8,,"1216 Arch Street
(39.954052, -75.160289)"
3790349,Bellet,19102,Office,129532,1960,1,772027000,6138948.9,"425,051.60",Not Available,"3,596,990.60",73,78.4,185.7,2061.8,1083.2,,"1501 Race Street
(38.554209, -76.082499)"
3884458,CAMM,19144,Office,87000,1872,1,775510300,629393.6,"2,483,486.70",Not Available,Not Available,99,35.8,52.7,441.2,216.2,,"427-433 E Chelten Ave
"
3892834,2801-2817 Southampton Rd,19151,Office,63000,1998,1,884291400,620296.5,"1,533,731.00",Not Available,Not Available,100,34.2,56.5,606.4,164.5,,"2801-2817 Southampton Rd
"
3892835,2825-2845 Southampton Rd,19154,Office,66000,1984,1,884291510,98776.3,"560,401.20",Not Available,Not Available,100,10,13.6,460.6,43,,"2825-2845 Southampton Rd
"
3960818,800 Building,19122,Office,222640,1900,1,781293900,5170063.7,"888,782.70",Not Available,Not Available,Not Available,31.5,89.1,20626.9,739.3,,"800-16 W Mongomery Avenue
"
3885323,1520 Locust street,19102,Office,50000,1940,1,881030400,2140126.8,"1,063,818.40",Not Available,Not Available,76,64.1,156.7,1224,343,,"1520 Locust Street
(39.722583, -121.827062)"
3960823,1800 Building,19122,Office,518161,1900,1,781597600,21296915.8,"59,569.60",Not Available,Not Available,Not Available,45.6,143,78317.6,2854.1,,"1800 N 9TH Street
(41.377379, -93.546081)"
3944259,1500 Spring Garden,19130,Office,1205490,1948,1,883026600,206407336.4,"240,012.00",Not Available,Not Available,Not Available,177.8,557.8,10829.7,27643.6,,"1500 Spring Garden Street
(40.692142, -75.232363)"
3963826,Archworks Philadelphia,19106,Office,53400,1920,1,883013200,2708831.2,Not Available,Not Available,Not Available,76,50.7,159.3,1655,362.6,,"117-31 N 8th Street
"
3998864,AFSCME DISTRICT COUNCIL 33,19104,Office,208000,1978,1,883075500,7344858.9,"2,258,508.20",Not Available,Not Available,Not Available,53.4,141.3,2981.3,1103.2,,"3001
"
4096299,"Urban Outfitters, Inc. - Building #007, 025, 543",19103,Office,212892,1916,3,788007700; 788008001; 788008100,12121334.7,"29,535,310.00",Not Available,Not Available,Not Available,195.7,324.5,1143,3191.4,,"5000 S. 15th Street
"
4141032,Gift of Life Donor Program,19123,Office,112921,2003,1,771023700,5873543,"2,610,013.60",Not Available,Not Available,70,84.9,212.1,1366.9,924.9,,"401-35 N 03RD ST
"
4319459,Municipal Services Building (MSB),19102,Office,491000,1968,1,782003200,31787908.2,"17,209,099.30",Not Available,Not Available,67,99.8,240.1,2817.3,5169.4,,"1401 JFK Blvd
"
3117089,Hamilton/Furness,19102,Other,116264,1876,7,772508001,6170625.9,"8,247,659.50",Not Available,Not Available,Not Available,124,241.1,2661.4,1264.1,,"320 S. Broad Street/1499 Pine Street
"
3569510,700 PACKER AVENUE,19148,Other,120000,1964,1,884142500,5335532.1,"385,918.30",Not Available,Not Available,Not Available,45.3,135.9,679.4,734.7,,"700 PACKER AVENUE
(39.909601, -75.161858)"
2848414,Center for advance medicine,19104,Other,1386775,2005,3,773740100,196275641.2,Not Available,Not Available,"198,885,962.00",Not Available,363.6,787.3,74068.5,39480.5,,"3400 Civic Center Blvd
(39.946854, -75.195885)"
3570171,5627-33 GERMANTOWN AVENUE,19144,Other,60000,1930,1,882072200,84507.5,"102,232.60",Not Available,Not Available,Not Available,3.1,6.2,Not Available,16.7,,"5627-33 GERMANTOWN AVENUE
"
3683056,3010 Market Street,19104,Other,80000,1895,1,883074000,3427640.6,"880,343.00",Not Available,"2,197,023.80",Not Available,108.4,238.8,2311,651.5,,"3000-18 Market Street
"
3686205,TORRESDALE PLAZA LP,19136,Other,182000,1969,1,882369810,2845220.7,"1,879,198.30",Not Available,Not Available,Not Available,26,59.9,1161,480.7,,"8803-35 TORRESDALE AVE
"
3788171,1600 Broad Associates,19121,Other,95045,2006,1,882938305,7894603.7,"3,977,795.20",Not Available,Not Available,Not Available,124.9,304.8,1980.5,1268.1,,"1600-36 North Broad St
"
3666305,"Penn Beer Distributors, Inc.",19128,Other,135420,1972,1,884630430,4073392.3,Not Available,Not Available,Not Available,Not Available,30.1,94.5,Not Available,545.3,,"401 Domino Lane
(40.042708, -75.237549)"
3577830,3240 S. 78TH STREET,19153,Other,21512,1980,1,884166000,1065167,"5,265,842.30",Not Available,Not Available,Not Available,294.3,412.5,149.2,422.3,,"3240 S. 78TH STREET
(27.918596, -82.368675)"
3893226,La Salle #6,19144,Other,284736,1904,9,776008010,27312135.3,"40,839,339.40",Not Available,Not Available,Not Available,239.3,451.8,2491.8,5825.3,,"625-635 E Wister St
"
3858410,Christ the King,19114,Other,64693,1963,2,778113000,401616.3,"2,597,401.30",Not Available,Not Available,100,37,49.2,1229.8,191.7,,"3252 Chesterfield Rd.
(40.075564, -74.99594)"
3912172,New Covenant Church of Philadelphia,19119,Other,331000,1893,13,775165500,6421790,"312,633,773.00",Not Available,Not Available,Not Available,963.9,1052.7,1515.9,17465.1,,"7500 Germantown Ave
(40.063758, -75.193714)"
3820151,Schmidts Retail,19123,Other,127470,2011,1,882932475,11471031.4,"1,173,380.70",Not Available,Not Available,Not Available,118.4,349,15391.1,1597.9,,"180 W. Girard Ave.
(39.969361, -75.138877)"
3810865,Burgess Center,19141,Other,86321,1990,2,882938075,Not Available,"674,380.30",Not Available,Not Available,Not Available,Not Available,Not Available,1799.9,Not Available,,"200 W. Chelten Ave
(40.03141, -75.179258)"
3993123,Dickinson Square,19147,Other,69064,1950,1,883504600,1616554.8,"1,247,382.10",Not Available,Not Available,Not Available,61,135.9,411.4,282.7,,"1500 South Christopher Columbus Blvd
"
3884096,Esperanza,19140,Other - Education,181098,1930,1,883003900,7985165,"5,860,956.40",Not Available,Not Available,Not Available,56.5,127.5,471.4,1380.2,,"4231-4261 N 5th Street
"
3783072,Great Northeast Plaza,19152,Other - Mall,278814,1960,13,882065120,15499535.4,"4,784,872.30",Not Available,Not Available,Not Available,72.8,192.6,2387.7,2329,,"2101-41 Cottman Avenue
"
3989764,Methodist Home for Children,19131,Other,114073,1900,9,881445900,2717666.9,"5,486,981.50",Not Available,Not Available,Not Available,71.9,125.3,24418.2,655.2,,"4300 Monument Rd
(30.377894, -81.502885)"
4014168,MARKETPLACE DESIGN CENTER,19103,Other,356000,1921,1,884054000,42288498.6,"1,381,798.00",Not Available,Not Available,Not Available,122.7,377.1,2490.2,5734.4,,"2400 MARKET STREET
(40.755538, -86.336379)"
4140104,Facilities 4100ches,19104,Other,67779,1940,1,884099200,104137.9,Not Available,Not Available,Not Available,Not Available,1.5,4.8,Not Available,13.9,,"4100 Chestnut St.
(40.236394, -76.953192)"
3962102,LA Liberty,19106,Other - Education,50000,2003,1,883010510,7957875.8,"222,129.00",Not Available,Not Available,Not Available,7.5,23.2,2666.5,1077.1,,"105 S 7th Street
(26.417679, -81.423449)"
3657737,Historical Society of Pennsylvania,19107,Other - Education,71316,1910,1,771739000,4402312.5,"738,858.30",Not Available,"5,499,236.80",Not Available,149.2,297.5,1786.8,993.7,,"1300 Locust Street
(39.950415, -91.394911)"
3971641,6000 Woodland Partners LP,19142,Other - Mall,97029,1972,3,882052200,439889.7,Not Available,Not Available,Not Available,Not Available,4.5,14.2,5907.6,58.9,,"6000 Woodland Avenue
(39.017453, -94.565965)"
