TCAD or WCAD Property ID(s),Floor Area (sqft),Building Type,Reported Portfolio Manager Energy Star Score,Reported Portfolio Manager Site kBTU/sqft,As of,Address
371591,202906,Office,79,70,03/13/2014 12:00:00 AM,"6101 E OLTORF ST
AUSTIN, TX 78741
(30.216505834000486, -97.71329285399969)"
190736,201266,Entertainment/Culture,,43.4,03/13/2014 12:00:00 AM,"701 W RIVERSIDE DR
AUSTIN, TX 78704
(30.260989888000438, -97.75027130499967)"
255065,45000,Warehouse (Unrefrigerated),52,20.7,03/13/2014 12:00:00 AM,"2209 RUTLAND DR
AUSTIN, TX 78758
(30.381484610000484, -97.71782322099966)"
426335,66323,Office,39.8,66.2,03/13/2014 12:00:00 AM,"1835 KRAMER LA
AUSTIN, TX 78758
(30.387425609000445, -97.7077628459997)"
105301,38661,Retail,,,03/13/2014 12:00:00 AM,"601 N LAMAR BLVD
AUSTIN, TX 78703
(30.27192672600046, -97.75379255499968)"
236510,44815,Office,61.5,61.7,03/13/2014 12:00:00 AM,"223 W ANDERSON LA
AUSTIN, TX 78752
(30.34454524500046, -97.70697165999968)"
196757,111113,Library,,34.2,03/13/2014 12:00:00 AM,"800 GUADALUPE
AUSTIN, TX 78701
(30.27104197200049, -97.74557985899969)"
542723,95990,Office,57,63.1,03/13/2014 12:00:00 AM,"11305 FOUR POINTS DR
AUSTIN, TX 78734
(30.404541548000452, -97.84795625999965)"
220245,44405,K-12 School,79.6,46,03/13/2014 12:00:00 AM,"5505 CASWELL AVE
AUSTIN, TX 78751
(30.30218095300046, -97.72303611899969)"
319243,161438,Office,83,59.5,03/13/2014 12:00:00 AM,"1701 DIRECTORS BLVD
AUSTIN, TX 78744
(30.21369523000044, -97.75142255099968)"
103843,611000,Other,,69.5,03/13/2014 12:00:00 AM,"900 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.25975691700046, -97.75398205999966)"
502393,41550,Office,74.8,45.1,03/13/2014 12:00:00 AM,"1817 W BRAKER LA
AUSTIN, TX 78758
(30.39105463900046, -97.70553141899967)"
728092,105335,Self-Storage Facility,,9,03/13/2014 12:00:00 AM,"12506 N LAMAR BLVD
AUSTIN, TX 78753
(30.40883499600045, -97.67810167699969)"
291758,75600,Warehouse (Unrefrigerated),83,9,03/13/2014 12:00:00 AM,"2124 E ST ELMO RD
AUSTIN, TX 78744
(30.209395824000467, -97.74558814999966)"
429276,100665,Office,,13.1,03/13/2014 12:00:00 AM,"6800 BURLESON RD
AUSTIN, TX 78744
(30.201301186000478, -97.70927942499969)"
512954,26310,Fire Station/Police Station,,112.9,03/13/2014 12:00:00 AM,"500 RALPH ABLANEDO DR
AUSTIN, TX 78758
(30.174268605000464, -97.7934110549997)"
445922,30349,Warehouse (Refrigerated),,,03/13/2014 12:00:00 AM,"7615 METRO CENTER DR
AUSTIN, TX 78744
(30.215976403000468, -97.6918254309997)"
501553,25000,Medical Office,62,60.5,03/13/2014 12:00:00 AM,"1210 W BRAKER LA
AUSTIN, TX 78758
(30.385476071000483, -97.69425820799967)"
346131,68401,Supermarket/Grocery Store,57.5,251.1,03/13/2014 12:00:00 AM,"2110 NEW SLAUGHTER LA
AUSTIN, TX 78748
(30.168080801000485, -97.82498882099969)"
195917,30665,Entertainment/Culture,,60.2,03/13/2014 12:00:00 AM,"1165 ANGELINA ST
AUSTIN, TX 78702
(30.27014774300045, -97.72453053199968)"
503131,16590,K-12 School,58,44.4,03/13/2014 12:00:00 AM,"11908 N LAMAR BLVD
AUSTIN, TX 78753
(30.39060219500044, -97.68244964499968)"
310479,64494,Retail,29,49.2,03/13/2014 12:00:00 AM,"4040 S LAMAR BLVD
AUSTIN, TX 78704
(30.23559614700048, -97.79419158099967)"
380510,51506,Office,45.4,83.8,03/13/2014 12:00:00 AM,"4330 GAINES RANCH LP
AUSTIN, TX 78735
(30.241601104000438, -97.81571111799968)"
255890,46080,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"9516 NEILS THOMPSON DR
AUSTIN, TX 78758
(30.38317239400044, -97.73278941999968)"
244128,81998,Retail,62.3,90.2,03/13/2014 12:00:00 AM,"2900 W ANDERSON LA
AUSTIN, TX 78757
(30.359365762000436, -97.73751758299966)"
104321,216013,Retail Store,80.5,45.3,03/13/2014 12:00:00 AM,"2916 S MOPAC EXPRESSWAY
AUSTIN, TX 78746
(30.253888168000458, -97.80531555499965)"
232886,75600,Office,42,85.4,03/13/2014 12:00:00 AM,"9001 TUSCANY WAY
AUSTIN, TX 78754
(30.33473359600049, -97.65736503499966)"
153584,90165,Office,83.5,46.5,03/13/2014 12:00:00 AM,"9050 N CAPITAL OF TX HWY
AUSTIN, TX 78759
(30.388238114000444, -97.75579065299968)"
194691,110000,House of Worship,87.5,21.6,03/13/2014 12:00:00 AM,"901 TRINITY ST
AUSTIN, TX 78701
(30.270468718000473, -97.73805175199965)"
291821,72561,Warehouse (Unrefrigerated),100,5.4,03/13/2014 12:00:00 AM,"4501 BURLESON RD
AUSTIN, TX 78741
(30.214015020000488, -97.73428295999969)"
215716,84093,Supermarket/Grocery Store,8,370,03/13/2014 12:00:00 AM,"4001 N LAMAR
AUSTIN, TX 78705
(30.283572739000476, -97.75207768699966)"
216843,80825,K-12 School,85.8,38.9,03/13/2014 12:00:00 AM,"5408 WESTMINSTER DR
AUSTIN, TX 78723
(30.306651245000467, -97.68966033099969)"
228749,237019,K-12 School,55.9,48.8,03/13/2014 12:00:00 AM,"5600 SUNSHINE DR
AUSTIN, TX 78756
(30.325946462000445, -97.72935581699966)"
235484,37700,Warehouse (Unrefrigerated),59,28.8,03/13/2014 12:00:00 AM,"8606 WALL ST
AUSTIN, TX 78754
(30.338714397000444, -97.67392663399966)"
315292,107654,College/University (Campus-Level),,92,03/13/2014 12:00:00 AM,"7748 W US 290 HWY
AUSTIN, TX 78736
(30.229017936000446, -97.88511988699969)"
214211,210000,Other,,7,03/13/2014 12:00:00 AM,"7311 FM 3177 RD
AUSTIN, TX 78724
(30.276792831000478, -97.63727979699968)"
291826,45000,Warehouse (Unrefrigerated),55.2,32.5,03/13/2014 12:00:00 AM,"3913 TODD LA
AUSTIN, TX 78744
(30.212464629000465, -97.73681522799967)"
242645,74290,Automobile Dealership,,79.9,03/13/2014 12:00:00 AM,"8400 RESEARCH BLVD
AUSTIN, TX 78758
(30.35886120300046, -97.7164611499997)"
221924,125098,Office,66.7,65.1,03/13/2014 12:00:00 AM,"5501 AIRPORT BLVD
AUSTIN, TX 78751
(30.31687743700047, -97.71369318399968)"
310475,20300,Supermarket/Grocery,88.5,184.7,03/13/2014 12:00:00 AM,"4107 S CAPITAL OF TX HWY
AUSTIN, TX 78704
(30.239774680000437, -97.79970102199968)"
527975,94274,Office,78.7,85.2,03/13/2014 12:00:00 AM,"12331 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.42816337600044, -97.74523637999965)"
R379614,343195,Office,17.5,115.1,03/13/2014 12:00:00 AM,"7700 PARMER LN
AUSTIN, TX 78729
(30.45811235600047, -97.75346210399965)"
300239,28589,Entertainment/Culture,,,03/13/2014 12:00:00 AM,"9201 CIRCUIT OF THE AMERCIAS BLVD
AUSTIN, TX 78716
(30.273521050000454, -97.79924900799966)"
334342,73505,K-12 School,78.9,42.5,03/13/2014 12:00:00 AM,"6405 CIRCLE S RD
AUSTIN, TX 78745
(30.196033314000488, -97.77679023499968)"
426014,44800,Warehouse (Unrefrigerated),90,3.4,03/13/2014 12:00:00 AM,"8115 ALTOGA DR
AUSTIN, TX 78724
(30.323352982000472, -97.65401638899965)"
314366,102340,Retail,53,55.6,03/13/2014 12:00:00 AM,"5400 BRODIE LANE
AUSTIN, TX 78748
(30.23036697900045, -97.81990629599966)"
223760,134132,K-12 School,25.8,88.9,03/13/2014 12:00:00 AM,"6401 N HAMPTON DR
AUSTIN, TX 78723
(30.313882065000485, -97.68147605999968)"
446625,66758,Hotel,35.4,69.7,03/13/2014 12:00:00 AM,"4525 GAINES RANCH LP
AUSTIN, TX 78735
(30.240589618000456, -97.8178383179997)"
429276,103219,Office,34,76,03/13/2014 12:00:00 AM,"6800 BURLESON RD
AUSTIN, TX 78744
(30.201301186000478, -97.70927942499969)"
548248,68771,Hotel,68.8,61.4,03/13/2014 12:00:00 AM,"10925 STONELAKE BLVD
AUSTIN, TX 78759
(30.398627754000472, -97.73343847599966)"
R405457,50111,Office,38.5,90.2,03/13/2014 12:00:00 AM,"9301 AMBERGLEN BLVD
AUSTIN, TX 78729
(30.46844988200047, -97.77341111399966)"
258259,25000,Warehouse (Unrefrigerated),,14.9,03/13/2014 12:00:00 AM,"2400 W BRAKER LA
AUSTIN, TX 78759
(30.40125117700046, -97.75332664499967)"
232825,60878,Warehouse (Refrigerated),,64.3,03/13/2014 12:00:00 AM,"8330 CROSS PARK DR
AUSTIN, TX 78754
(30.33602341800048, -97.67413390499968)"
P375252,30000,Retail,70.6,43.7,03/13/2014 12:00:00 AM,"13201 N RANCH RD 620 B
AUSTIN, TX 78717
(30.490710495000485, -97.76505815999968)"
568769,32500,Self-Storage,,5.1,03/13/2014 12:00:00 AM,"12408 HARRIS BRANCH PKWY
AUSTIN, TX 78754
(30.373937552000484, -97.6111659559997)"
775501,78723,Retail,34.5,84.5,03/13/2014 12:00:00 AM,"1200 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.307036179000477, -97.70961881599965)"
494781,29138,Public Assembly,,65.5,03/13/2014 12:00:00 AM,"3230 TRAVIS COUNTRY CIR
AUSTIN, TX 78735
(30.25620888500049, -97.84433181499969)"
292254,28527,Office,80.3,62.2,03/13/2014 12:00:00 AM,"3601 BERGSTROM DR
AUSTIN, TX 78617
(30.19255944100047, -97.66583119399968)"
194423,123384,Office,91.3,36.9,03/13/2014 12:00:00 AM,"720 BRAZOS ST
AUSTIN, TX 78701
(30.269170605000454, -97.7409701359997)"
509429,177340,Office,93.9,19.7,03/13/2014 12:00:00 AM,"3200 JONES RD
AUSTIN, TX 78745
(30.228306107000435, -97.8093887389997)"
312778,25220,Retail,61.1,40.6,03/13/2014 12:00:00 AM,"1701 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22819477100046, -97.78559039799967)"
287460,28418,Hotel,64.5,76.1,03/13/2014 12:00:00 AM,"2707 S IH 35
AUSTIN, TX 78741
(30.231461397000487, -97.72082600399966)"
226753,30106,Retail,41.7,57.9,03/13/2014 12:00:00 AM,"816 TIRADO ST
AUSTIN, TX 78752
(30.32333602300048, -97.70851849999968)"
193616,75468,K-12 School,84.2,38.7,03/13/2014 12:00:00 AM,"10025 MANCHACA RD
AUSTIN, TX 78748
(30.17084921400044, -97.8247422399997)"
465114,93656,K-12 School,90.9,33.3,03/13/2014 12:00:00 AM,"6203 DAVIS LN
AUSTIN, TX 78745
(30.211923353000486, -97.87866603899965)"
106824,81900,Warehouse (Unrefrigerated),89.8,8.3,03/13/2014 12:00:00 AM,"1213 W 6TH ST
AUSTIN, TX 78703
(30.273194044000434, -97.75847097199966)"
225512,197475,Office,80,63,03/13/2014 12:00:00 AM,"1106 CLAYTON LA
AUSTIN, TX 78723
(30.318035790000465, -97.70122845799966)"
230741,48079,Warehouse (Refrigerated),,,03/13/2014 12:00:00 AM,"2420 RIDGEPOINT DR
AUSTIN, TX 78754
(30.328753512000446, -97.67388281099966)"
232794,98865,Warehouse (Unrefrigerated),67.4,28.7,03/13/2014 12:00:00 AM,"1611 HEADWAY CIR
AUSTIN, TX 78754
(30.33399334000046, -97.68244727599966)"
738242,81187,Office,74.8,64.5,03/13/2014 12:00:00 AM,"6300 BEE CAVES RD, PALISADES BUILDING ONE
AUSTIN, TX 78746
(30.296447557000477, -97.83091419899966)"
250444,11562,Office,,,03/13/2014 12:00:00 AM,"10100 N LAMAR BLVD
AUSTIN, TX 78753
(30.370236273000444, -97.69303708199965)"
188301,118094,K-12 School,70.4,48.7,03/13/2014 12:00:00 AM,"1601 HASKELL ST
AUSTIN, TX 78702
(30.253644180000435, -97.72982957999966)"
545022,32133,Recreation,,,03/13/2014 12:00:00 AM,"5201 ED BLUESTEIN BLVD
AUSTIN, TX 78724
(30.289885189000472, -97.66412435599966)"
522984,80002,Office,,,03/13/2014 12:00:00 AM,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.391518928000437, -97.84769491299966)"
225469,203968,Hotel,59.1,80.6,03/13/2014 12:00:00 AM,"5901 N IH 35
AUSTIN, TX 78723
(30.307581548000485, -97.68754760699966)"
104322,161709,Retail,69.4,37,03/13/2014 12:00:00 AM,"2901 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.256282416000488, -97.81072379499966)"
247225,90442,K-12 School,36.9,71.9,03/13/2014 12:00:00 AM,"1412 NORSEMAN TER
AUSTIN, TX 78758
(30.364405425000484, -97.71021812699968)"
303036,33944,Retail,,,03/13/2014 12:00:00 AM,"2101 S LAMAR BLVD
AUSTIN, TX 78704
(30.248213662000467, -97.77063248999968)"
556037,97583,K-12 School,41.6,60.3,03/13/2014 12:00:00 AM,"7500 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.170257009000466, -97.75366582299966)"
310494,102587,Office,75.8,73.2,03/13/2014 12:00:00 AM,"3711 S MOPAC EXPY
AUSTIN, TX 78745
(30.245090374000483, -97.80622873499965)"
503131,45436,House of Worship,60,34.5,03/13/2014 12:00:00 AM,"11908 N LAMAR BLVD
AUSTIN, TX 78753
(30.39060219500044, -97.68244964499968)"
126011,31724,Supermarket/Grocery,31,309.7,03/13/2014 12:00:00 AM,"5311 BALCONES DR
AUSTIN, TX 78731
(30.335740344000442, -97.75827909799966)"
126015,98888,Office,65.1,69.6,03/13/2014 12:00:00 AM,"3307 NORTHLAND DR
AUSTIN, TX 78731
(30.337001901000463, -97.75659031699968)"
455196,156170,Office,84.3,58.8,03/13/2014 12:00:00 AM,"911 LAS CIMAS PKWY
AUSTIN, TX 78746
(30.288797455000463, -97.8313287419997)"
503131,27760,K-12 School,94,27.8,03/13/2014 12:00:00 AM,"11908 N LAMAR BLVD
AUSTIN, TX 78753
(30.39060219500044, -97.68244964499968)"
230773,45000,Office,,38.5,03/13/2014 12:00:00 AM,"2535 RIDGEPOINT DR
AUSTIN, TX 78754
(30.328113931000473, -97.67188589599965)"
255081,75600,Warehouse (Unrefrigerated),72,14.6,03/13/2014 12:00:00 AM,"10519 BOYER BLVD
AUSTIN, TX 78758
(30.38313330800048, -97.71183010799967)"
R512184,56709,Office,38.5,67.7,03/13/2014 12:00:00 AM,"9825 SPECTRUM DR
AUSTIN, TX 78717
(30.480763004000437, -97.77375933099967)"
734718,93784,SuperMarket/Grocery Store,60,260,03/13/2014 12:00:00 AM,"9601 ESCARPMENT BLVD
AUSTIN, TX 78749
(30.201354866000486, -97.87813897699965)"
361689,35040,Office,,2.9,03/13/2014 12:00:00 AM,"1300 E ANDERSON LA
AUSTIN, TX 78752
(30.334396039000467, -97.6894885909997)"
255889,57600,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"9610 NEILS THOMPSON DR
AUSTIN, TX 78758
(30.38408320400049, -97.7323985649997)"
113544,72804,Office,62.9,59.4,03/13/2014 12:00:00 AM,"912 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.286432190000482, -97.82634474699967)"
527978,94985,Office,85.9,55.4,03/13/2014 12:00:00 AM,"12357 RIATA TRACE PKWY 3
AUSTIN, TX 78727
(30.42818164400046, -97.74270398299967)"
R379614,209875,Office,52,70.2,03/13/2014 12:00:00 AM,"7700 PARMER LN
AUSTIN, TX 78729
(30.45811235600047, -97.75346210399965)"
192836,231438,Hotel,2.1,196.9,03/13/2014 12:00:00 AM,"98 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.262322349000442, -97.74231207299965)"
548335,128663,Office,27,105.2,03/13/2014 12:00:00 AM,"701 E PARMER LA
AUSTIN, TX 78754
(30.35125319900044, -97.65755837899968)"
504103,84410,Office,,,03/13/2014 12:00:00 AM,"12012 N MOPAC EXPY
AUSTIN, TX 78759
(30.409166403000484, -97.71581770499967)"
R413947,28217,Retail,13.8,117.4,03/13/2014 12:00:00 AM,"13435 US 183
AUSTIN, TX 78729
(30.447580549000463, -97.78952886699966)"
245661,135401,Retail,75,74.8,03/13/2014 12:00:00 AM,"8000 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.36324233400046, -97.73995865099965)"
255891,44640,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"9416 NEILS THOMPSON DR
AUSTIN, TX 78758
(30.382382392000466, -97.73312934599966)"
188632,41036,Office,42.5,68.4,03/13/2014 12:00:00 AM,"510 S CONGRESS AVE
AUSTIN, TX 78704
(30.256171710000444, -97.74729014599967)"
266937,121997,K-12 School,61.3,44.2,03/13/2014 12:00:00 AM,"1805 SCOFIELD LANE
AUSTIN, TX 78727
(30.417257332000474, -97.68870214199967)"
709866,120000,Hotel,23,116.2,03/13/2014 12:00:00 AM,"6000 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.323256668000454, -97.71032590899966)"
194379,470389,Office,96.1,44.8,03/13/2014 12:00:00 AM,"816 CONGRESS AVE
AUSTIN, TX 78701
(30.270450952000488, -97.7419496439997)"
285903,69620,Hotel,89,57.1,03/13/2014 12:00:00 AM,"2200 S IH 35
AUSTIN, TX 78704
(30.242780136000476, -97.76555783599969)"
509200,39764,Supermarket/Grocery,25.5,292.8,03/13/2014 12:00:00 AM,"2025 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.230035345000488, -97.7894326229997)"
R496857,213760,Office,97.1,27.3,03/13/2014 12:00:00 AM,"13785 RESEARCH BLVD
AUSTIN, TX 78750
(30.462802618000467, -97.79409208999965)"
194401,93062,Office,,3.8,03/13/2014 12:00:00 AM,"501 CONGRESS AVE
AUSTIN, TX 78701
(30.26741057300046, -97.7430215339997)"
473025,106415,Hotel,42,53,03/13/2014 12:00:00 AM,"300 E 11TH ST
AUSTIN, TX 78701
(30.271997790000455, -97.73844260699968)"
264764,66522,K-12 School,98.6,20.1,03/13/2014 12:00:00 AM,"12401 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.40825700400046, -97.68844394199965)"
194689,130000,Office,69.9,65.9,03/13/2014 12:00:00 AM,"625 E 10TH ST
AUSTIN, TX 78701
(30.269833874000483, -97.73455774399969)"
527976,97792,Office,76.4,65.5,03/13/2014 12:00:00 AM,"12357 RIATA TRACE PKWY 1
AUSTIN, TX 78727
(30.42818164400046, -97.74270398299967)"
439196,11064,Other-Education,,,03/13/2014 12:00:00 AM,"6612 SITIO DEL RIO BLVD
AUSTIN, TX 78730
(30.39160183600046, -97.84249890899969)"
500909,192150,Distribution Center,15,51.5,03/13/2014 12:00:00 AM,"12555 HARRIS BRANCH PKWY
AUSTIN, TX 78754
(30.375094721000437, -97.6101651299997)"
307141,195972,Office,31.5,120.1,03/13/2014 12:00:00 AM,"2515 S CONGRESS AVE
AUSTIN, TX 78704
(30.23697124600045, -97.75506816399968)"
296215,18842,Office,,,03/13/2014 12:00:00 AM,"4800 SHAW LA
AUSTIN, TX 78744
(30.185712370000488, -97.7055302339997)"
548254,136837,Office,63.7,64.3,03/13/2014 12:00:00 AM,"11501 BURNET RD
AUSTIN, TX 78758
(30.400220785000442, -97.7187008679997)"
566215,109051,SuperMarket/Grocery Store,84.5,207.4,03/13/2014 12:00:00 AM,"11521 N RANCH RD 620 A
AUSTIN, TX 78726
(30.429093973000477, -97.83834971299967)"
119472,45179,K-12 School,60.9,61.8,03/13/2014 12:00:00 AM,"3309 KERBEY LA
AUSTIN, TX 78703
(30.305383927000435, -97.7513846499997)"
134339,93312,Office,50,74.7,03/13/2014 12:00:00 AM,"6300 BRIDGE POINT PKWY
AUSTIN, TX 78730
(30.35417804800045, -97.80126487399968)"
310847,60413,College/University (Campus-Level),,76.5,03/13/2014 12:00:00 AM,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227975656000467, -97.7565984209997)"
319252,87880,Warehouse (Unrefrigerated),96,5.8,03/13/2014 12:00:00 AM,"4202 SANTIAGO ST
AUSTIN, TX 78745
(30.21489622100046, -97.75500657399965)"
214613,101070,Office,47.9,77.3,03/13/2014 12:00:00 AM,"3705 MEDICAL PKWY
AUSTIN, TX 78705
(30.305181393000453, -97.74430898699967)"
211343,39200,Office,42.8,65,03/13/2014 12:00:00 AM,"2905 SAN GABRIEL ST
AUSTIN, TX 78705
(30.297894905000476, -97.7476442849997)"
133196,78544,Office,56.5,70.1,03/13/2014 12:00:00 AM,"6836 AUSTIN CENTER BLVD
AUSTIN, TX 78731
(30.35148114700047, -97.75143084199965)"
136468,32426,Office,6,113.5,03/13/2014 12:00:00 AM,"5910 COURTYARD DR
AUSTIN, TX 78731
(30.357054979000452, -97.79070704799966)"
548020,64925,Office,42.6,60.4,03/13/2014 12:00:00 AM,"11525 STONEHOLLOW DR
AUSTIN, TX 78758
(30.39568686500047, -97.70880157299968)"
332386,159088,K-12 School,52.5,61.1,03/13/2014 12:00:00 AM,"6800 BILL HUGHES RD
AUSTIN, TX 78745
(30.194996956000466, -97.78548616999967)"
548242,60856,Hotel,100,33.7,03/13/2014 12:00:00 AM,"10936 STONELAKE BLVD
AUSTIN, TX 78759
(30.398624201000473, -97.7333626739997)"
227642,52894,Retail,100,4.2,03/13/2014 12:00:00 AM,"5222 BURNET RD
AUSTIN, TX 78756
(30.32433803300046, -97.73954173899966)"
243372,39864,Hotel,49.8,118.7,03/13/2014 12:00:00 AM,"9420 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
312612,43811,Retail,65.7,48.6,03/13/2014 12:00:00 AM,"321 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.224487570000463, -97.76720717699965)"
504160,63389,Supermarket/Grocery,,108.2,03/13/2014 12:00:00 AM,"1700 W PARMER LA
AUSTIN, TX 78727
(30.412586021000436, -97.68902785499967)"
308666,14310,Self Storage Facility,,,03/13/2014 12:00:00 AM,"6204 OAKCLAIRE DR
AUSTIN, TX 78735
(30.23633995600045, -97.85403268899967)"
548008,66284,Non-Refrigerated Warehouse,,25.4,03/13/2014 12:00:00 AM,"2515 BROCKTON DR
AUSTIN, TX 78758
(30.39278269300047, -97.71772965299965)"
194474,53508,Office,77,53.3,03/13/2014 12:00:00 AM,"815 BRAZOS ST
AUSTIN, TX 78701
(30.27032895700046, -97.74046202499966)"
795822,341878,Office,77.1,55.2,03/13/2014 12:00:00 AM,"700 LAVACA
AUSTIN, TX 78701
(30.269871775000468, -97.74483960299966)"
452380,94181,House of Worship,30.5,31.9,03/13/2014 12:00:00 AM,"9300 BEE CAVES RD
AUSTIN, TX 78733
(30.31627422100047, -97.87357020999968)"
230428,122571,K-12 School,52.4,54.7,03/13/2014 12:00:00 AM,"1101 WHEATLEY AVE
AUSTIN, TX 78752
(30.333585903000483, -97.69323250999969)"
221944,46026,Hotel,33.5,136.8,03/13/2014 12:00:00 AM,"5330 N IH 35
AUSTIN, TX 78751
(30.31036235200048, -97.72429766299967)"
505331,60000,Warehouse (Unrefrigerated),10.5,51.7,03/13/2014 12:00:00 AM,"400 CENTER RIDGE DR
AUSTIN, TX 78753
(30.41443725300047, -97.6638958689997)"
285943,88400,Warehouse (Unrefrigerated),97.9,9.2,03/13/2014 12:00:00 AM,"2121 S IH 35
AUSTIN, TX 78741
(30.231461397000487, -97.72082600399966)"
361692,40320,Office,3,144.8,03/13/2014 12:00:00 AM,"1300 E ANDERSON LA
AUSTIN, TX 78752
(30.334396039000467, -97.6894885909997)"
238555,94000,Warehouse (Unrefrigerated),7,48.3,03/13/2014 12:00:00 AM,"9101 WALL ST
AUSTIN, TX 78754
(30.344364030000463, -97.66858494699966)"
783956,60055,K-12 School,51.4,57,03/13/2014 12:00:00 AM,"4001 TANNEHILL LA
AUSTIN, TX 78703
(30.28888064400047, -97.76409791399965)"
246746,65965,Warehouse (Unrefrigerated),91.3,7.2,03/13/2014 12:00:00 AM,"10001 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
296196,88347,K-12 School,65.9,51.1,03/13/2014 12:00:00 AM,"5609 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.189253754000447, -97.74137520499966)"
192423,78000,Other,,441.5,03/13/2014 12:00:00 AM,"812 SPRINGDALE RD
AUSTIN, TX 78702
(30.258876901000463, -97.6998959979997)"
225472,30450,Warehouse (Unrefrigerated),99,5.5,03/13/2014 12:00:00 AM,"5639 AIRPORT BLVD
AUSTIN, TX 78751
(30.318916991000435, -97.71267340799966)"
233426,78425,Self-Storage,,6.8,03/13/2014 12:00:00 AM,"6412 BURNET RD
AUSTIN, TX 78757
(30.33944517800046, -97.73910232299966)"
377775,48643,Office,,,03/13/2014 12:00:00 AM,"9211 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.377412610000476, -97.72817022199968)"
105379,255728,Supermarket/Grocery,28,513.5,03/13/2014 12:00:00 AM,"525 N LAMAR
AUSTIN, TX 78703
(30.27118765400047, -97.75414195499968)"
551954,265000,Warehouse (Unrefrigerated),90.3,9.4,03/13/2014 12:00:00 AM,"5330 FLEMING CT
AUSTIN, TX 78744
(30.206325834000438, -97.72800914299967)"
156314,61161,Office,61.3,84,03/13/2014 12:00:00 AM,"11044 RESEARCH BLVD
AUSTIN, TX 78759
(30.405163326000434, -97.74588188399969)"
255061,154189,Warehouse (Unrefrigerated),87.5,12.7,03/13/2014 12:00:00 AM,"10200 METRIC BLVD
AUSTIN, TX 78758
(30.38109138700048, -97.7156320629997)"
239661,53350,Warehouse (Unrefrigerated),95.8,3.8,03/13/2014 12:00:00 AM,"8128 N LAMAR BLVD
AUSTIN, TX 78753
(30.35017474300048, -97.71046566899969)"
260122,65742,Office,100,0.1,03/13/2014 12:00:00 AM,"2526 KRAMER LA
AUSTIN, TX 78758
(30.393875903000435, -97.71748803299965)"
460998,36430,Retail,88.3,49.1,03/13/2014 12:00:00 AM,"9901 N CAPITAL OF TX HWY
AUSTIN, TX 78759
(30.39049322900047, -97.74123781299966)"
332384,53940,Supermarket/Grocery Store,43.5,278,03/13/2014 12:00:00 AM,"502 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196512879000466, -97.78626974699966)"
245675,39133,Office,,,03/13/2014 12:00:00 AM,"3201 STECK AVE
AUSTIN, TX 78745
(30.365965292000453, -97.73782315999966)"
527979,94240,Office,71.1,85.8,03/13/2014 12:00:00 AM,"12365 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.42843815800046, -97.74209295699967)"
190635,60982,Office,80.8,46.8,03/13/2014 12:00:00 AM,"7811 BURLESON MANOR RD
MANOR, TX 78753
(30.267254230000447, -97.52310510399968)"
776903,134606,Retail,62,81.4,03/13/2014 12:00:00 AM,"6400 BRODIE LA
AUSTIN, TX 78749
(30.215311012000484, -97.85749815199966)"
574473,91350,Self-Storage,,23.1,03/13/2014 12:00:00 AM,"610 E STASSNEY LN
AUSTIN, TX 78744
(30.20132407200049, -97.76955467799968)"
254162,85787,K-12 School,65.6,50.1,03/13/2014 12:00:00 AM,"1511 CRIPPLE CREEK
AUSTIN, TX 78758
(30.37828670400046, -97.70410183599967)"
"787733, 787734, 787763, 787764",500389,Retail,40.3,74.7,03/13/2014 12:00:00 AM,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306665458000452, -97.70923269799965)"
275516,78660,Supermarket/Grocery Store,81.5,218.4,03/13/2014 12:00:00 AM,"1434 WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.441207277000444, -97.66464560099968)"
255876,42560,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"3206 LONGHORN BLVD
AUSTIN, TX 78758
(30.38307527200044, -97.73106847299965)"
